Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00199,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,0,78,0,True,0,10,0,37.02168,,8,0,0,5,0,0,,0,0,0,796,14
60.01896,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,11,290,15,True,1,16,0,47.62274,,9,0,0,6,0,0,,30,151,0,1388,18
90.03439,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,12,321,16,True,1,21,0,48.76308,,12,0,0,7,0,0,,30,151,0,1801,39
120.0674,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,14,361,17,True,2,24,0,49.17207,,14,0,0,8,0,0,,37,201,0,2077,44
150.0836,,20,20,17,25,19,17,17,25,19,18,17,25,28,31,36,13,26,520,27,False,2,31,0,54.66602,,14,0,2,8,1,0,,259,421,0,2696,59
180.117,,21,20,15,31,17,17,15,22,21,18,23,22,27,31,33,10,32,724,36,False,2,36,0,57.21911,,16,0,2,10,1,0,,309,491,0,3067,60
210.1488,,25,24,24,29,17,18,13,21,21,21,21,21,23,24,27,16,42,1045,51,False,2,38,0,58.57839,,20,0,6,10,1,0,,340,541,0,3554,79
240.1654,,26,24,28,28,17,19,13,20,21,20,20,22,22,22,25,15,47,1230,61,False,2,42,0,59.12677,,26,0,10,11,1,0,,351,641,0,4179,119
270.1985,,28,25,28,35,17,19,13,18,20,20,20,20,21,22,25,13,52,1422,71,False,2,47,0,59.19403,,35,0,16,12,2,0,,360,641,0,4794,128
300.2307,,29,26,28,37,17,21,13,18,20,19,20,20,20,19,25,12,58,1536,74,False,2,47,0,58.6365,,47,0,23,12,2,0,,367,721,0,5467,197
330.2474,,28,26,27,33,18,22,12,21,20,19,22,18,20,19,24,15,67,1768,85,False,2,53,0,60.58292,,48,0,23,12,2,0,,535,1021,0,5969,202
360.2638,,27,26,24,33,18,23,10,21,18,19,18,18,23,18,33,15,77,2070,98,False,2,56,0,60.51825,,54,0,30,12,2,0,,612,1121,0,6730,231
390.296,,27,26,24,33,18,23,10,21,18,19,18,18,23,18,33,15,81,2189,103,False,3,60,0,59.59438,,61,0,34,12,2,0,,612,1121,0,7476,268
420.3126,,27,26,24,33,18,23,10,21,18,19,18,18,23,18,33,15,83,2288,108,False,4,63,0,59.13891,,70,0,42,12,2,0,,612,1121,0,8143,409
450.3452,,27,26,24,33,18,23,10,21,18,19,18,18,23,18,33,15,84,2405,111,False,5,67,0,58.6514,,79,0,51,13,3,0,,616,1121,0,8747,496
480.3609,,27,26,24,33,18,23,10,21,18,19,18,18,23,18,33,15,85,2463,112,False,6,70,0,57.54054,,89,0,60,13,3,0,,616,1191,0,9538,770
510.3771,,27,26,24,31,17,23,10,19,20,19,18,22,22,18,33,13,87,2505,114,False,7,75,0,56.69503,,97,0,68,13,3,0,,616,1191,0,10260,890
540.3931,,26,26,23,31,17,23,10,19,19,19,17,22,24,18,37,13,90,2635,116,False,8,79,0,55.76651,,107,0,78,14,4,0,,629,1191,0,11035,1072
570.426,,26,26,23,31,17,22,10,19,19,19,17,22,24,18,37,13,93,2721,121,False,9,81,0,55.38116,,114,0,86,14,4,0,,629,1191,0,11781,1176
600.4589,,26,26,23,31,17,22,10,19,19,19,17,22,24,18,37,13,93,2757,121,False,10,89,0,55.49806,,120,0,86,15,4,0,,634,1191,0,12488,1205
