ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,304,11,26,93.2222213745117,1.33333337306976,55.5555572509766,33.7777786254883,9.88538932800293,1.29864764213562,11.1831283569336,12.0825223922729
Ramp1,372,9,23,167.999984741211,3.42857146263123,49,53.1428565979004,5.22472810745239,1.05008518695831,4.15805339813232,8.19831657409668
Ramp2,197,7,31,184.66667175293,7,51,65.6666641235352,28.2203617095947,2.73861289024353,11.8602981567383,11.5638313293457
Speed0,140,17,22,0,0,70.3571472167969,10,0,0,3.65768885612488,3.32735347747803
Speed1,0,3,10,67,0,156,0,0,0,0,0
Speed2,20,2,19,58.5,0,154,10,1.5,0,18,10
Spike0,110,7,19,47.4000015258789,0,63,22,5.4748363494873,0,2.13306713104248,21.55198097229
Spike1,80,4,17,63,0,93.3333358764648,26.6666660308838,2.73861289024353,0,9.29456329345703,3.49602961540222
Spike2,30,4,22,52,0,54.5,15,11,0,21.5,15
Wall0,225,13,30,5.08333349227905,0,68.75,18.75,2.105064868927,0,4.24141645431519,2.46102380752563
Wall1,450,13,49,50.2999992370605,1.30000007152557,70.3000030517578,45,21.894998550415,1.94139289855957,20.1941356658936,18.4811973571777
Wall2,102,3,25,146,1,44,51,16,0,19,26
