ID,Time,Air,Tricks,Speed,Points
Ramp0,40.3566207885742,68,0,54,30
Ramp0,46.9966201782227,61,0,65,30
Ramp0,50.8966217041016,69,0,72,30
Ramp0,127.816619873047,92,1,41,34
Ramp0,137.596618652344,68,1,72,40
Ramp0,200.496612548828,125,3,64,58
Ramp0,251.03662109375,65,2,72,52
Ramp0,272.436614990234,219,5,35,30
Ramp0,560.296630859375,72,0,25,0
Ramp1,193.596618652344,142,4,56,78
Ramp1,213.996612548828,184,7,53,88
Ramp1,264.53662109375,157,3,56,60
Ramp1,282.256622314453,210,0,70,0
Ramp1,296.596618652344,129,4,44,44
Ramp1,346.876617431641,196,2,21,30
Ramp1,359.116607666016,158,4,43,72
Ramp2,159.276611328125,73,1,78,57
Ramp2,242.716613769531,258,10,40,90
Ramp2,289.816619873047,223,10,35,50
Speed0,42.0766220092773,0,0,64,20
Speed0,47.7566184997559,0,0,64,20
Speed0,51.5966186523438,0,0,75,0
Speed0,91.8966217041016,0,0,65,20
Speed0,120.356620788574,0,0,65,0
Speed0,121.756622314453,0,0,89,20
Speed0,139.396621704102,0,0,63,0
Speed0,208.516616821289,0,0,85,20
Speed0,215.016616821289,0,0,62,0
Speed0,235.19660949707,0,0,58,20
Speed0,299.756622314453,0,0,80,20
Speed0,317.476623535156,0,0,44,0
Speed0,324.896606445313,0,0,91,0
Speed0,351.996612548828,0,0,80,0
Speed1,146.656616210938,67,0,156,0
Speed2,322.556610107422,60,0,136,0
Speed2,326.576599121094,57,0,172,20
Spike0,36.7566223144531,47,0,55,0
Spike0,44.8766212463379,52,0,86,15
Spike0,84.3366165161133,37,0,57,15
Spike0,130.476623535156,43,0,54,15
Spike0,204.796615600586,58,0,63,65
Spike1,165.096618652344,57,0,115,35
Spike1,304.716613769531,66,0,84,15
Spike1,307.53662109375,66,0,81,30
Spike2,226.096618652344,41,0,76,0
Spike2,486.696624755859,63,0,33,30
Wall0,31.5566215515137,50,0,48,0
Wall0,33.7966194152832,2,0,51,25
Wall0,132.336624145508,1,0,61,25
Wall0,134.636611938477,2,0,74,25
Wall0,180.35661315918,2,0,77,0
Wall0,189.616622924805,0,0,74,25
Wall0,227.496612548828,2,0,77,25
Wall0,298.456604003906,0,0,65,0
Wall0,302.356628417969,1,0,85,25
Wall0,350.0166015625,1,0,68,25
Wall0,353.156616210938,0,0,88,25
Wall0,361.236602783203,0,0,57,25
Wall1,144.896621704102,0,0,71,0
Wall1,148.576614379883,80,0,129,0
Wall1,166.736618041992,1,0,83,50
Wall1,178.636611938477,57,0,73,50
Wall1,180.876617431641,4,0,77,50
Wall1,260.056610107422,12,0,77,0
Wall1,305.336608886719,3,0,81,50
Wall1,338.03662109375,227,7,28,100
Wall1,351.53662109375,4,0,74,50
Wall1,516.396606445313,115,6,10,100
Wall2,185.516616821289,130,1,63,25
Wall2,316.256622314453,162,1,25,77
