Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00289,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,46,0,True,0,6,0,44.2585,,3,0,1,3,1,0,,0,0,0,492,5
60.01896,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,8,193,11,True,0,12,0,47.14567,,8,0,1,3,1,0,,6,51,0,1124,24
90.03461,,19,15,25,25,50,67,25,25,14,8,25,25,2,-4,13,13,10,259,12,False,1,18,0,50.78428,,11,0,4,4,2,0,,81,101,0,1801,82
120.0677,,19,15,22,25,51,67,32,24,14,8,22,24,2,-4,10,12,13,309,13,False,2,22,0,51.13488,,17,0,8,5,2,0,,82,171,0,2331,107
150.084,,14,9,22,30,65,81,32,23,10,4,22,23,-2,-8,10,11,16,373,14,False,2,26,0,53.41807,,24,0,10,8,2,0,,84,245,0,3131,173
180.0994,,16,10,19,33,53,77,17,22,9,5,12,22,7,-7,38,10,22,519,21,False,2,29,0,53.53691,,27,0,13,11,5,0,,125,421,0,3684,177
210.0998,,19,12,19,37,48,73,17,20,10,6,12,20,9,-6,38,8,29,711,30,False,2,33,0,56.5606,,28,0,16,12,8,0,,292,761,0,4181,179
240.1156,,19,11,22,39,53,76,20,20,10,5,14,20,5,-7,30,8,36,901,38,False,2,35,0,57.4507,,32,0,21,12,8,0,,381,961,0,4923,304
270.1312,,23,16,27,39,48,71,19,20,10,6,13,20,5,-6,27,8,43,1091,50,False,2,36,0,58.87208,,35,0,28,12,8,0,,450,1161,0,5632,352
300.1315,,24,16,27,42,47,70,19,19,10,6,13,19,5,-6,27,7,45,1171,55,False,3,39,0,58.93455,,41,0,31,13,8,0,,486,1211,0,6210,397
330.1472,,20,12,26,42,36,48,19,18,9,4,13,21,20,22,28,6,54,1358,64,False,4,42,0,59.01004,,44,0,35,13,8,0,,568,1361,0,6888,411
360.1801,,19,12,27,31,34,47,20,13,9,5,14,15,24,22,25,27,57,1510,67,False,4,47,0,60.15255,,50,0,39,15,8,0,,568,1411,0,7810,436
390.1968,,20,13,30,32,34,46,20,13,9,5,14,15,23,23,22,26,64,1686,78,False,4,48,0,59.79205,,54,0,41,16,9,0,,578,1511,0,8537,462
420.2121,,22,15,26,32,33,49,18,13,9,5,12,15,22,16,30,26,74,1891,86,False,4,52,0,60.85993,,54,0,43,16,11,0,,694,1711,0,8871,465
450.2452,,21,15,26,31,32,47,19,12,11,8,12,18,21,16,29,25,82,2083,97,False,4,57,0,62.22581,,56,0,44,16,11,0,,747,1881,0,9459,486
480.2617,,21,15,26,31,32,47,19,12,11,8,12,18,21,17,29,25,84,2121,100,False,5,61,0,61.53806,,58,0,44,16,11,0,,754,1931,0,10041,573
510.2948,,22,15,26,31,32,48,19,12,11,8,12,18,21,15,29,25,87,2198,103,False,6,64,0,60.80576,,63,0,44,16,11,0,,790,1981,0,10737,611
540.3276,,22,15,26,32,32,48,19,12,11,8,12,17,21,15,29,24,89,2300,107,False,7,68,0,59.71095,,75,0,47,17,11,0,,793,1981,0,11685,773
570.3429,,22,15,26,32,32,47,19,12,11,8,12,17,21,15,29,24,92,2420,112,False,7,69,0,59.8196,,80,0,51,17,11,0,,811,2101,0,12359,785
600.3765,,23,16,26,34,31,47,19,12,11,8,12,17,20,15,29,23,94,2470,112,False,7,74,0,59.80058,,90,0,60,17,11,0,,839,2151,0,13042,800
