ID,Time,Air,Tricks,Speed,Points
Ramp0,29.0536441802979,58,0,60,30
Ramp0,36.853645324707,51,0,53,0
Ramp0,51.3336448669434,51,0,52,30
Ramp0,57.173641204834,51,0,52,30
Ramp0,67.1336441040039,57,0,58,30
Ramp0,139.65364074707,73,0,77,30
Ramp0,172.493637084961,69,0,72,30
Ramp0,227.093643188477,69,0,73,30
Ramp0,246.533645629883,71,0,76,30
Ramp0,268.613647460938,70,0,75,30
Ramp0,563.813659667969,69,0,73,30
Ramp1,126.713638305664,129,0,67,40
Ramp1,196.513641357422,127,0,66,40
Ramp1,348.693634033203,139,0,66,40
Ramp1,524.153625488281,144,0,70,40
Ramp2,113.333641052246,294,0,13,30
Ramp2,327.813629150391,261,0,51,20
Ramp2,335.433624267578,169,0,41,20
Ramp2,398.453643798828,0,0,46,0
Ramp2,483.4736328125,152,0,51,30
Ramp2,596.853637695313,202,1,32,42
Speed0,24.1936435699463,0,0,65,20
Speed0,62.1136436462402,0,0,64,0
Speed0,71.9336395263672,0,0,87,20
Speed0,79.3336410522461,0,0,89,20
Speed0,93.6936416625977,0,0,89,0
Speed0,95.2136459350586,0,0,91,20
Speed0,134.913635253906,0,0,85,20
Speed0,145.593643188477,0,0,89,20
Speed0,166.073638916016,0,0,88,20
Speed0,227.953643798828,0,0,79,20
Speed0,234.833633422852,0,0,89,20
Speed0,250.15364074707,0,0,87,20
Speed0,255.393630981445,0,0,91,0
Speed0,259.073638916016,0,0,90,20
Speed0,263.293640136719,0,0,90,20
Speed0,378.573638916016,0,0,86,20
Speed0,386.313629150391,20,0,81,0
Speed0,434.493621826172,0,0,90,20
Speed0,438.793640136719,0,0,138,0
Speed0,548.573608398438,0,0,82,0
Speed0,571.213623046875,2,0,84,70
Speed1,99.8736419677734,68,0,153,0
Speed1,229.533645629883,70,0,168,20
Speed1,352.033630371094,52,0,136,40
Speed1,578.153625488281,62,0,154,20
Speed2,282.513641357422,263,1,22,26
Speed2,300.213623046875,58,0,153,40
Speed2,321.413635253906,54,0,131,20
Speed2,428.093627929688,58,0,144,40
Speed2,438.513641357422,78,0,171,95
Spike0,31.6936435699463,58,0,58,30
Spike0,164.893646240234,66,0,83,15
Spike0,204.133636474609,59,0,80,15
Spike0,232.15364074707,63,0,93,30
Spike0,381.033630371094,62,0,90,15
Spike0,552.813659667969,183,0,60,70
Spike0,574.49365234375,42,0,83,15
Spike1,237.173645019531,61,0,96,15
Spike2,253.493637084961,57,0,86,15
Spike2,598.593627929688,58,0,31,60
Wall0,33.3336448669434,0,0,56,0
Wall0,131.193634033203,1,0,75,25
Wall0,433.933624267578,0,0,83,0
Wall0,461.073638916016,2,0,78,25
Wall0,547.853637695313,0,0,80,25
Wall0,564.293640136719,0,0,65,0
Wall1,169.353637695313,14,0,85,50
Wall1,383.613647460938,4,0,81,0
Wall1,386.913635253906,1,0,79,50
Wall1,393.713623046875,2,0,65,0
Wall2,316.9736328125,85,0,60,75
Wall2,329.933624267578,57,0,52,0
Wall2,375.633636474609,71,0,79,0
Wall2,431.673645019531,155,0,136,0
Wall2,459.793640136719,51,0,82,75
Wall2,479.773620605469,68,0,73,75
Wall2,581.9736328125,129,0,20,25
