Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.0199,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,50,4,True,0,1,0,54.46224,,0,0,0,0,0,0,,8,51,0,166,0
60.03544,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,7,155,12,True,0,3,0,52.82412,,0,0,0,0,0,0,,8,51,0,480,1
90.03592,,27,31,25,25,25,24,25,25,25,26,25,25,9,5,11,13,15,285,22,False,0,4,0,60.66798,,0,0,0,0,0,0,,64,201,0,705,4
120.0515,,29,30,30,25,24,26,21,25,24,25,21,25,9,5,13,10,22,440,35,False,0,4,0,62.77897,,0,0,0,0,0,0,,68,251,0,1343,11
150.0516,,28,30,31,22,27,26,19,36,22,25,19,21,9,5,16,6,25,560,42,False,0,5,0,61.70642,,0,0,0,0,0,0,,79,341,0,2053,34
180.0677,,27,29,32,20,26,26,18,33,22,27,18,19,11,4,17,13,30,760,53,False,0,7,0,63.97004,,0,0,0,0,0,0,,87,364,0,2368,36
210.0829,,27,30,31,20,26,24,23,33,20,24,17,19,12,8,15,13,37,830,60,False,1,8,0,64.45729,,0,0,0,0,0,0,,189,461,0,2839,91
240.1158,,27,30,32,19,26,24,22,31,21,24,17,23,11,8,14,12,39,935,68,False,1,10,0,65.85008,,0,0,0,0,0,0,,215,461,0,3101,92
270.1319,,28,30,34,19,26,25,22,31,21,24,16,23,11,7,14,12,44,1065,80,False,1,10,0,65.45763,,0,0,0,0,0,0,,243,511,0,3787,112
300.1323,,29,29,35,21,25,25,22,30,21,23,16,24,11,9,13,10,48,1180,87,False,1,12,0,66.11461,,1,0,0,0,0,0,,288,601,0,4079,119
330.1483,,30,29,36,24,25,26,21,29,21,22,16,24,10,9,13,10,53,1270,95,False,1,12,0,66.78127,,1,0,0,0,0,0,,342,701,0,4574,124
360.1641,,30,30,37,23,25,27,21,28,21,22,15,25,10,8,13,9,59,1410,107,False,1,13,0,66.28051,,1,0,0,0,0,0,,364,751,0,5303,153
390.1973,,31,30,37,26,25,27,20,27,21,22,17,24,9,8,12,8,62,1470,112,False,1,14,0,66.202,,1,0,0,0,0,0,,365,751,0,5676,162
420.2129,,31,29,36,26,25,27,22,27,21,23,16,24,9,7,11,8,67,1505,114,False,1,17,0,67.32011,,1,0,0,0,0,0,,427,871,0,6162,174
450.2456,,31,29,36,28,25,27,22,27,21,23,16,24,9,7,11,8,67,1505,114,False,1,18,0,64.16129,,1,0,0,0,0,0,,427,871,0,6285,199
480.2617,,32,30,37,27,25,26,22,28,21,23,16,23,9,7,11,8,71,1655,127,False,1,20,0,65.10958,,1,0,0,0,0,0,,466,961,0,6777,203
510.2619,,31,30,36,27,25,26,23,26,21,23,15,24,10,7,12,10,79,1885,140,False,1,22,0,65.90504,,1,0,0,0,0,0,,568,1081,0,7232,206
540.2772,,32,33,36,27,25,25,23,26,20,22,15,24,9,6,12,10,85,2015,153,False,1,22,0,66.51862,,1,0,0,0,0,0,,590,1131,0,7668,212
570.3103,,32,34,36,26,24,25,23,25,20,21,15,23,10,6,13,12,90,2170,161,False,2,22,0,66.20459,,1,0,0,0,0,0,,593,1131,0,8097,247
600.3264,,32,33,37,26,25,27,22,25,19,21,14,23,10,5,13,12,95,2270,170,False,2,23,0,66.77285,,1,0,0,0,0,0,,625,1234,0,8505,250
