ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,300,11,24,62.6363639831543,0,65.5454559326172,27.2727279663086,2.64986133575439,0,3.02999043464661,1.48695182800293
Ramp1,160,7,27,134.75,0,67.25,40,5.69717693328857,0,1.72873914241791,0
Ramp2,142,6,22,179.666656494141,0.16666667163372,39,23.6666660308838,10.5862312316895,0.372677981853485,3.81199407577515,8.48656272888184
Speed0,350,22,32,1.04761910438538,0,87.3333358764648,16.6666660308838,1.08659374713898,0,1.99401044845581,12.0736074447632
Speed1,80,6,29,63,0,152.75,20,2.52484774589539,0,3.05675387382507,3.28358483314514
Speed2,221,7,28,102.199996948242,0.200000002980232,124.199996948242,44.2000007629395,13.0437641143799,0.754430532455444,23.7162475585938,25.4846019744873
Spike0,190,7,24,76.1428527832031,0,78.1428604125977,27.1428565979004,15.266884803772,0,3.28876209259033,6.34798908233643
Spike1,15,3,18,61,0,96,15,0,0,0,0
Spike2,75,5,21,57.5,0,58.5,37.5,0.5,0,27.5,22.5
Wall0,75,6,18,0.5,0,72.8333358764648,12.5,0.913308322429657,0,3.87630558013916,5.99106025695801
Wall1,100,6,23,5.25,0,77.5,25,2.58133387565613,0,7.3308687210083,14.7542352676392
Wall2,250,8,27,88.0000076293945,0,71.7142868041992,35.7142868041992,16.9165668487549,0,21.1905784606934,5.82949256896973
