ID,Time,Air,Tricks,Speed,Points
Ramp0,27.017951965332,51,0,53,30
Ramp0,86.1779479980469,68,0,72,30
Ramp0,95.1979522705078,52,0,53,30
Ramp0,142.857955932617,52,0,53,30
Ramp0,161.217956542969,72,0,76,30
Ramp0,191.417953491211,69,1,73,10
Ramp0,230.817947387695,0,0,81,0
Ramp0,263.317932128906,70,1,76,70
Ramp0,292.617950439453,190,0,56,30
Ramp0,318.797943115234,69,0,73,30
Ramp0,399.297943115234,89,0,25,0
Ramp0,480.697937011719,65,0,52,0
Ramp0,490.997955322266,24,0,27,0
Ramp1,174.637954711914,246,1,17,30
Ramp1,240.177947998047,108,0,58,40
Ramp1,250.117950439453,256,1,26,50
Ramp1,308.617950439453,0,0,79,0
Ramp1,591.637939453125,266,0,24,30
Ramp1,596.457946777344,90,0,39,20
Ramp2,221.957946777344,223,4,42,40
Ramp2,541.39794921875,282,0,11,0
Speed0,36.4179534912109,0,0,66,20
Speed0,53.2979507446289,0,0,65,20
Speed0,83.0379486083984,0,0,66,20
Speed0,150.517944335938,0,0,89,0
Speed0,152.177947998047,0,0,91,20
Speed0,197.39794921875,0,0,84,0
Speed0,282.797943115234,0,0,90,20
Speed0,302.377960205078,0,0,89,20
Speed0,326.137939453125,0,0,88,20
Speed0,406.917938232422,262,0,37,0
Speed2,564.237915039063,213,0,146,20
Spike0,350.217956542969,120,1,19,10
Spike0,478.197937011719,76,0,70,15
Spike0,558.637939453125,59,0,84,15
Spike1,187.417953491211,70,0,83,15
Spike1,365.457946777344,59,0,81,15
Spike2,217.037948608398,60,0,84,30
Spike2,256.217956542969,46,0,73,45
Spike2,414.477935791016,45,0,47,0
Spike2,449.797943115234,19,0,83,15
Wall0,31.1579513549805,0,0,56,25
Wall0,108.217948913574,30,0,58,0
Wall0,131.477951049805,3,0,56,25
Wall0,177.697952270508,0,0,63,0
Wall0,233.697952270508,2,0,81,25
Wall0,243.317947387695,2,0,76,25
Wall0,436.577941894531,121,0,13,60
Wall0,478.697937011719,0,0,72,0
Wall0,483.037933349609,2,0,72,25
Wall1,232.617950439453,3,0,81,50
Wall1,286.757934570313,3,0,83,0
Wall1,407.477935791016,0,0,47,0
Wall1,408.497955322266,2,0,60,0
Wall1,455.837951660156,169,0,29,15
Wall2,179.737945556641,54,0,67,0
Wall2,463.077941894531,66,0,71,0
Wall2,474.437927246094,69,0,75,75
Wall2,600.557922363281,94,0,51,50
