ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,205,10,22,47.0000038146973,0,53.1428565979004,29.2857131958008,7.44982624053955,0,3.3738124370575,3.18163967132568
Ramp1,80,6,16,165.25,0,50,20,18.1283016204834,0,10.4110136032104,3.28358483314514
Ramp2,96,4,23,198.33332824707,1.33333337306976,33.3333320617676,32,21.206657409668,0.471404492855072,6.39444255828857,13.2664995193481
Speed0,40,5,17,0,0,78.6666641235352,13.3333330154419,0,0,2.98142409324646,5.37483835220337
Speed1,0,1,10,0,0,0,0,0,0,0,0
Speed2,0,0,16,0,0,0,0,0,0,0,0
Spike0,60,4,18,54.25,0,56.75,15,4.52762937545776,0,15.7810878753662,8.83954048156738
Spike1,0,1,10,0,0,0,0,0,0,0,0
Spike2,0,5,22,61,0,84,0,0,0,0,0
Wall0,225,17,42,6.92307662963867,0,66.1538467407227,17.3076915740967,4.32161426544189,0,11.4177770614624,5.51288080215454
Wall1,175,7,62,92.5999984741211,0,57,35,10.2995920181274,0,4.02850770950317,8.0636625289917
Wall2,305,11,37,69.1249923706055,0,74.75,38.125,11.920729637146,0,2.10753321647644,14.8107595443726
