ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,290,15,14,67,0.15384615957737,59.2307662963867,22.3076915740967,12.5207319259644,0.914483666419983,9.52348709106445,6.97629928588867
Ramp1,170,7,23,161,0.333333343267441,40.5,28.3333339691162,32.3523635864258,0.828058958053589,2.86257696151733,4.12370824813843
Ramp2,40,4,23,252.5,2,26.5,20,29.5,2,15.5,20
Speed0,140,10,42,26.2000007629395,0,76.5,14,78.5999984741211,0,13.2735967636108,4.87176465988159
Speed1,0,1,13,0,0,0,0,0,0,0,0
Speed2,20,1,23,213,0,146,20,0,0,0,0
Spike0,40,3,9,85,0.333333343267441,57.6666679382324,13.3333330154419,18.7794208526611,0.62360954284668,19.0715026855469,1.74801480770111
Spike1,30,8,22,64.5,0,82,15,5.5,0,1,0
Spike2,90,7,25,42.5,0,71.75,22.5,13.6873273849487,0,7.30866956710815,5.66691255569458
Wall0,185,11,32,17.7777786254883,0,60.7777786254883,20.5555553436279,6.29224920272827,0,4.61299180984497,3.15174961090088
Wall1,65,9,41,35.4000015258789,0,60,13,66.8061676025391,0,15.6462268829346,2.69639849662781
Wall2,125,6,27,70.75,0,66,31.25,13.5537929534912,0,8.79154682159424,11.98766040802
