Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00534,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,0,0,0,True,0,0,0,26.49166,,0,0,0,0,0,0,,0,0,0,36,0
60.03902,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,55,4,True,0,1,0,43.29901,,0,0,0,0,0,0,,8,51,0,89,0
90.05741,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,7,130,7,True,0,3,0,47.28373,,0,0,1,0,1,0,,8,51,0,312,0
120.0583,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,11,175,9,True,0,6,0,48.48365,,0,0,2,0,2,0,,15,101,0,643,11
150.0929,,27,31,23,25,21,18,23,25,21,18,23,25,17,19,18,13,15,265,13,False,0,8,0,50.66158,,2,0,2,0,2,0,,16,101,0,1105,83
180.1434,,24,28,18,25,25,26,24,25,21,16,24,25,16,16,19,13,20,325,16,False,0,9,0,54.52396,,2,0,2,0,2,0,,126,251,0,1285,89
210.1617,,25,28,22,25,24,26,22,25,20,16,22,25,16,16,20,13,23,375,18,False,0,11,0,58.25135,,2,0,2,0,2,0,,138,251,0,1615,90
240.1951,,24,27,21,25,24,27,20,25,20,16,20,25,18,16,24,13,28,445,21,False,1,12,0,60.49237,,2,0,2,0,2,0,,203,351,0,1673,90
270.2135,,23,24,21,25,24,25,20,25,23,23,20,25,17,14,24,13,31,475,23,False,2,13,0,61.62608,,2,0,2,0,2,0,,253,401,0,1792,90
300.2139,,25,24,28,25,22,25,18,25,22,23,18,25,16,14,23,13,37,660,37,False,2,15,0,63.109,,2,0,2,0,2,0,,265,401,0,2215,92
330.2494,,27,26,30,25,22,24,17,25,21,23,17,24,16,13,23,13,42,840,48,False,2,19,0,64.07055,,2,0,4,0,4,0,,286,401,0,2737,96
360.2995,,29,26,30,33,22,25,17,22,20,22,17,22,15,12,23,10,45,930,52,False,2,20,0,64.03677,,2,0,8,0,8,0,,314,451,0,3081,97
390.318,,29,26,29,35,22,27,16,21,20,22,16,21,15,12,24,9,49,1032,58,False,2,21,0,62.68747,,4,0,13,0,8,0,,328,524,0,3485,134
420.3525,,29,25,28,35,21,27,16,20,19,21,16,21,17,13,26,10,55,1147,63,False,2,22,0,64.34948,,4,0,13,0,8,0,,412,691,0,3850,134
450.3861,,28,24,29,35,22,28,15,20,19,21,15,21,17,13,26,10,64,1347,73,False,2,24,0,65.03784,,4,0,13,0,8,0,,513,841,0,4380,136
480.404,,30,24,30,38,21,28,15,19,19,21,15,20,16,13,26,9,68,1457,77,False,2,26,0,65.06924,,4,0,20,0,15,0,,540,891,0,4869,154
510.4553,,29,24,31,37,22,28,15,22,19,22,15,20,16,13,25,8,71,1532,83,False,2,29,0,65.96635,,4,0,20,0,15,0,,637,981,0,5222,154
540.4559,,29,25,30,37,23,27,17,22,19,22,14,19,15,12,24,8,75,1652,94,False,2,32,0,65.39068,,4,0,20,0,15,0,,717,1051,0,5878,167
570.4573,,29,24,30,37,23,28,17,22,18,21,14,19,16,13,25,8,79,1722,97,False,2,34,0,66.09866,,4,0,20,0,15,0,,797,1151,0,6054,167
600.4755,,30,24,30,39,23,28,17,21,18,21,14,19,15,13,25,7,81,1792,99,False,2,36,0,66.46243,,4,0,25,0,20,0,,865,1201,0,6420,167
