ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,155,9,24,104.125,0.375,44.9999961853027,19.375,10.6010084152222,0.899590849876404,8.63951110839844,4.77393054962158
Ramp1,240,10,30,119.400001525879,0.400000005960464,61.7999992370605,24,5.14412641525269,0.970548987388611,2.93390703201294,6.37797355651855
Ramp2,282,5,39,237,4.19999980926514,33.4000015258789,56.4000015258789,10.5675020217896,1.46167147159576,5.13569498062134,7.25382995605469
Speed0,220,19,28,0,0,83.2631530761719,11.5789480209351,0,0,2.16514945030212,3.15039205551147
Speed1,20,1,17,43,0,132,20,0,0,0,0
Speed2,40,2,21,27,0,80.5,20,14,0,14.5,0
Spike0,70,6,21,57.3333320617676,0.16666667163372,66.3333358764648,11.6666669845581,2.10685014724731,0.796396672725677,7.24015808105469,5.34160757064819
Spike1,0,0,14,0,0,0,0,0,0,0,0
Spike2,15,1,19,34,0,79,15,0,0,0,0
Wall0,150,12,25,0.636363625526428,0,66.9090881347656,13.6363639831543,1.01919662952423,0,4.54232358932495,4.70460987091064
Wall1,525,17,37,3.375,0,77.25,32.8125,2.19734001159668,0,3.13813996315002,5.30200576782227
Wall2,0,0,19,0,0,0,0,0,0,0,0
