Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.02125,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,1,30,3,True,0,0,0,49.8637,,0,0,0,0,0,0,,0,0,0,87,0
60.05593,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,4,95,6,True,1,2,0,53.15746,,0,0,0,0,0,0,,15,101,0,255,0
90.07282,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,6,145,10,True,1,2,0,55.06041,,0,0,0,0,0,0,,23,151,0,324,0
120.1075,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,8,175,13,True,1,5,0,55.54584,,0,0,0,0,0,0,,23,151,0,595,0
150.1257,,28,35,25,25,23,21,25,25,23,21,25,25,11,9,13,13,10,230,17,False,1,7,0,56.57784,,0,0,0,0,0,0,,23,151,0,796,0
180.1438,,25,24,28,25,23,21,23,25,19,13,23,25,19,28,11,10,17,310,24,False,1,8,0,59.49392,,0,0,1,0,0,0,,120,251,0,1254,31
210.1619,,25,25,25,25,22,21,21,25,21,13,31,25,17,27,9,10,21,335,25,False,2,9,0,61.55062,,0,0,2,0,1,0,,177,301,0,1441,31
240.1801,,27,26,25,30,21,21,19,22,21,13,27,26,18,26,15,7,27,520,34,False,2,10,0,62.7875,,0,0,6,0,5,0,,198,301,0,1852,32
270.1804,,28,28,28,29,20,21,18,21,21,13,26,30,17,25,14,6,32,710,47,False,2,11,0,63.32634,,0,0,8,0,7,0,,199,301,0,2253,33
300.1815,,29,28,29,29,20,22,18,21,21,12,26,30,16,24,13,6,36,760,51,False,2,13,0,64.88087,,0,0,8,0,7,0,,236,351,0,2593,34
330.1996,,29,28,29,29,21,24,18,21,21,12,26,30,16,22,13,6,40,830,56,False,2,20,0,66.47792,,0,0,8,0,7,0,,355,451,0,3215,36
360.2344,,28,27,29,29,21,23,18,21,22,15,26,30,15,21,13,6,41,840,56,False,3,22,0,66.1126,,0,0,9,0,8,0,,355,451,0,3607,36
390.2764,,28,27,27,29,21,23,17,21,23,15,29,30,15,21,12,6,42,855,57,False,4,26,0,65.65131,,0,0,9,0,8,0,,374,451,0,3945,36
420.2776,,22,17,27,29,37,52,17,21,18,9,29,30,9,8,13,6,49,855,57,False,5,28,0,64.55322,,0,0,9,0,8,0,,374,501,0,4556,62
450.296,,19,13,27,27,32,41,17,20,16,7,29,33,19,24,13,6,54,930,63,False,5,30,0,65.16119,,0,0,9,0,8,0,,403,501,0,4823,65
480.3133,,17,14,21,24,30,42,13,18,16,8,22,29,23,22,30,15,62,1035,68,False,5,31,0,65.48589,,0,0,9,0,8,0,,403,501,0,5326,81
510.3481,,18,15,21,24,30,42,13,18,16,9,22,29,22,21,30,15,67,1130,73,False,6,32,0,65.0339,,0,0,10,0,9,0,,409,501,0,5636,84
540.3665,,18,15,21,24,30,42,13,18,16,9,22,29,22,21,30,15,68,1130,73,False,7,32,0,64.88377,,0,0,10,0,9,0,,420,501,0,5913,85
570.3838,,18,14,21,24,31,42,13,24,16,9,22,26,21,20,30,12,70,1165,75,False,9,34,0,65.69495,,0,0,10,0,9,0,,448,591,0,6482,97
600.385,,19,14,23,24,31,42,13,24,16,9,22,26,21,20,29,12,77,1280,82,False,9,36,0,65.46817,,0,0,10,0,9,0,,464,591,0,7067,98
