ID,Time,Air,Tricks,Speed,Points
Ramp0,23.9011096954346,52,0,54,30
Ramp0,26.1411094665527,51,0,52,20
Ramp0,52.5211067199707,52,0,54,30
Ramp0,71.2211074829102,55,0,54,30
Ramp0,80.2611083984375,72,0,78,30
Ramp0,86.7211074829102,72,0,77,30
Ramp0,127.681106567383,96,0,49,20
Ramp0,195.341110229492,29,0,71,20
Ramp0,243.901107788086,93,0,73,0
Ramp0,347.361114501953,41,0,65,0
Ramp0,355.261108398438,162,2,47,46
Ramp0,514.341125488281,114,1,41,38
Ramp1,97.501106262207,113,0,56,40
Ramp1,191.321105957031,158,2,44,50
Ramp1,234.981109619141,0,0,46,0
Ramp1,273.861114501953,106,1,39,6
Ramp1,311.861114501953,69,0,31,0
Ramp1,362.381103515625,0,0,2,0
Ramp1,463.921112060547,168,2,14,34
Ramp2,91.3811111450195,129,1,25,0
Ramp2,228.241104125977,332,6,37,50
Ramp2,262.941101074219,225,2,26,30
Ramp2,288.501098632813,262,2,26,30
Ramp2,297.601104736328,106,1,28,10
Ramp2,303.921112060547,163,3,37,86
Ramp2,341.701110839844,126,0,48,0
Ramp2,356.901092529297,0,0,66,0
Ramp2,360.62109375,119,0,27,25
Ramp2,456.381103515625,154,1,26,42
Ramp2,490.661102294922,169,2,41,40
Speed0,46.8811073303223,0,0,49,20
Speed0,66.1211090087891,0,0,59,20
Speed0,77.4011077880859,0,0,86,20
Speed0,83.7011108398438,0,0,78,0
Speed0,220.901107788086,0,0,85,20
Speed0,345.12109375,0,0,84,20
Speed1,173.161102294922,84,0,68,20
Speed2,451.021087646484,338,5,8,158
Spike0,31.9011096954346,53,0,56,15
Spike0,38.7411079406738,47,0,53,15
Spike0,62.5211067199707,52,0,52,30
Spike0,88.4011077880859,65,0,73,15
Spike0,105.881103515625,56,1,81,25
Spike0,253.641098022461,250,0,15,30
Spike0,307.241088867188,60,1,64,25
Spike0,505.541107177734,243,4,19,30
Spike1,268.081115722656,65,1,49,27
Spike1,435.361114501953,25,0,73,30
Spike2,112.321105957031,45,1,71,55
Spike2,134.441101074219,57,1,81,70
Spike2,163.481109619141,38,0,83,30
Spike2,232.661102294922,53,1,49,40
Spike2,236.421096801758,64,0,43,30
Spike2,396.401092529297,59,1,69,55
Spike2,494.681091308594,55,1,50,70
Wall0,34.6011085510254,0,0,44,25
Wall0,58.4411087036133,0,0,37,25
Wall0,67.9611053466797,0,0,76,25
Wall0,106.041107177734,1,0,67,25
Wall0,205.521102905273,2,0,55,0
Wall0,277.541107177734,2,0,72,25
Wall0,279.921112060547,4,0,72,25
Wall1,99.5811080932617,3,0,71,50
Wall1,117.96110534668,65,0,55,0
Wall1,159.361099243164,45,0,83,0
Wall1,367.061096191406,0,0,58,50
Wall2,294.481109619141,154,1,49,50
Wall2,511.581085205078,42,1,57,87
