Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00258,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,1,8,0,True,0,4,0,40.62055,,1,0,0,0,0,0,,0,0,0,412,36
60.01853,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,8,168,11,True,0,6,0,44.32469,,1,0,1,0,1,0,,3,51,0,655,36
90.05172,,28,35,25,25,23,21,25,25,23,21,25,25,11,9,13,13,14,303,21,False,0,9,0,48.90168,,1,0,1,0,1,0,,10,101,0,976,37
120.0683,,26,29,23,25,25,21,29,25,27,31,23,25,8,5,11,11,21,380,25,False,0,14,0,53.95984,,2,0,1,1,1,0,,98,221,0,1654,42
150.0838,,26,31,22,23,26,20,28,30,26,31,22,23,8,4,13,9,24,500,32,False,0,18,0,54.61209,,2,0,1,1,1,0,,175,311,0,2230,104
180.1169,,24,28,21,20,23,18,27,26,27,28,21,30,13,12,17,10,31,645,39,False,0,20,0,54.93016,,2,0,2,1,2,0,,193,311,0,2657,111
210.1334,,23,28,19,19,22,19,24,24,26,27,21,29,16,12,23,14,39,830,50,False,1,27,0,57.0008,,2,0,2,1,2,0,,263,361,0,3237,117
240.1487,,23,27,19,22,21,19,24,22,28,31,21,31,14,10,23,12,45,970,59,False,1,32,0,58.53056,,3,0,4,1,3,0,,346,411,0,3802,123
270.1817,,24,27,22,22,21,18,23,22,27,30,20,31,14,11,21,12,50,1065,67,False,2,35,0,58.7811,,3,0,4,1,3,0,,371,411,0,4435,171
300.1981,,25,28,21,23,21,18,26,21,27,29,19,30,13,10,20,11,55,1147,72,False,2,38,0,59.3838,,4,0,5,2,4,0,,372,481,0,4858,175
330.1981,,23,29,18,22,20,18,23,20,29,29,29,28,14,10,16,16,60,1311,79,False,2,44,0,59.88533,,6,0,5,4,4,0,,375,481,0,5396,187
360.2141,,23,29,18,22,21,18,25,20,29,29,28,28,14,10,15,16,62,1327,79,False,3,54,0,59.13152,,12,0,5,4,4,0,,429,621,0,6301,222
390.2296,,23,29,19,20,22,18,24,26,28,29,29,27,12,10,14,13,70,1576,94,False,3,59,0,59.30031,,14,0,6,6,5,0,,508,831,0,6824,224
420.2629,,23,29,17,23,24,18,31,25,27,29,26,27,11,10,12,11,80,1835,109,False,4,64,0,60.33576,,16,0,6,8,5,0,,607,991,0,7826,226
450.2793,,23,29,17,23,24,18,31,25,27,29,26,27,11,10,12,11,80,1895,109,False,4,71,0,59.26761,,22,0,7,11,6,0,,607,991,0,8443,249
480.3121,,23,29,17,23,24,18,31,25,27,29,26,27,11,10,12,11,81,1976,115,False,6,77,0,59.31665,,24,0,7,11,6,0,,621,991,0,9023,258
510.3285,,23,29,16,24,23,18,28,24,27,29,24,28,13,10,18,10,84,2018,115,False,6,83,0,59.10074,,27,0,8,13,7,0,,622,991,0,9805,285
540.3441,,24,28,21,24,24,20,27,23,27,28,24,28,11,10,14,10,92,2225,131,False,6,86,0,58.93266,,28,0,8,14,7,0,,684,1111,0,10533,286
570.3442,,24,30,21,24,24,20,27,24,26,28,24,28,11,9,14,10,96,2380,139,False,6,92,0,58.4836,,28,0,9,14,8,0,,705,1201,0,11273,315
600.36,,24,30,21,23,24,20,28,23,27,28,24,29,11,9,14,11,100,2537,144,False,7,99,0,57.83155,,33,0,10,17,9,0,,705,1201,0,12137,355
