Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.0189,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,50,5,True,0,0,0,50.07176,,0,0,0,0,0,0,,0,0,0,139,0
60.03533,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,8,210,15,True,0,2,0,44.32808,,0,0,0,0,0,0,,0,51,0,337,0
90.06834,,27,31,25,25,24,23,25,25,26,27,25,25,9,4,13,13,18,410,30,False,0,4,0,51.11664,,0,0,0,0,0,0,,68,201,0,745,0
120.0842,,22,27,19,18,20,21,17,23,25,27,17,34,19,11,34,11,24,620,42,False,0,9,0,51.58607,,0,0,3,0,2,0,,74,201,0,1230,11
150.0999,,22,28,19,17,19,20,17,21,27,27,17,39,18,10,34,9,27,710,48,False,1,11,0,50.0247,,0,0,4,0,3,0,,80,201,0,1444,12
180.1327,,21,28,17,17,20,20,18,21,26,27,15,38,19,10,36,9,30,790,51,False,1,18,0,52.4102,,2,0,5,1,4,0,,109,271,0,1999,27
210.1492,,23,29,21,17,19,20,17,21,25,26,14,38,19,11,33,9,33,897,57,False,1,24,0,52.24331,,6,0,5,2,4,0,,109,271,0,2651,59
240.1648,,25,28,21,26,19,21,17,18,25,26,15,36,18,11,34,6,38,1045,62,False,1,28,0,51.88937,,10,0,9,2,5,0,,123,321,0,3276,67
270.1977,,25,28,19,29,18,20,16,17,27,28,20,34,16,10,31,5,45,1132,68,False,1,34,0,53.13239,,13,0,9,3,5,0,,171,371,0,4078,96
300.2144,,25,26,20,27,17,19,16,15,25,27,20,30,19,13,30,14,52,1290,75,False,1,37,0,53.29329,,18,0,10,4,6,0,,171,371,0,4804,135
330.2474,,25,26,21,29,17,19,15,15,26,28,20,29,19,13,30,13,55,1415,81,False,2,44,0,52.15131,,23,0,11,7,7,0,,171,371,0,5444,141
360.2634,,26,27,21,30,17,20,15,15,25,27,20,29,18,12,30,13,62,1548,86,False,2,50,0,53.05364,,29,0,11,10,7,0,,206,421,0,6314,159
390.2792,,27,27,22,31,17,20,16,14,25,27,21,28,17,12,28,13,65,1622,88,False,3,55,0,52.15353,,32,0,11,12,7,0,,206,421,0,7015,183
420.3118,,26,27,22,29,17,20,16,14,26,27,21,31,17,12,28,12,69,1774,93,False,4,63,0,51.94778,,36,0,14,14,10,0,,206,491,0,7776,199
450.3281,,26,27,22,29,17,20,16,14,27,27,21,31,17,12,27,12,76,1982,103,False,4,68,0,51.81034,,39,0,15,16,11,0,,206,770,0,8415,208
480.3284,,25,27,24,23,23,20,15,33,24,27,21,24,14,12,26,6,79,2168,111,False,5,74,0,51.5907,,50,0,15,19,11,0,,206,770,0,9197,219
510.3611,,24,27,24,23,23,19,15,32,25,29,21,26,13,11,26,5,86,2340,119,False,5,80,0,51.47483,,58,0,17,21,12,0,,206,860,0,9961,282
540.3933,,25,27,24,23,23,19,15,32,25,29,21,25,13,11,26,6,88,2507,125,False,6,86,0,51.09526,,64,0,17,25,12,0,,206,860,0,10567,288
570.4101,,25,27,24,23,23,19,15,32,25,29,21,25,13,11,26,6,88,2535,127,False,7,92,0,50.59496,,73,0,17,25,12,0,,217,860,0,11576,354
600.4431,,25,27,24,23,23,19,15,32,25,29,21,25,13,11,26,6,89,2589,127,False,9,101,0,50.36186,,79,0,17,29,12,0,,217,860,0,12501,439
