ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,130,11,23,80.8888854980469,0,62,14.4444446563721,7.12118434906006,0,4.06551122665405,2.80940365791321
Ramp1,355,8,27,137.5,0,55.5,59.1666679382324,7.50380277633667,0,5.21134996414185,38.6147117614746
Ramp2,144,10,24,228.750015258789,0.375,46,18,27.8276138305664,0.878999352455139,5.29692602157593,8.48208713531494
Speed0,320,22,34,2.26315784454346,0,85.4736862182617,16.8421039581299,9.60176563262939,0,8.2950496673584,1.61421942710876
Speed1,95,7,24,71.1428604125977,0,142.142852783203,13.5714282989502,4.64861536026001,0,5.58976554870605,1.84298598766327
Speed2,110,3,20,64,0,159,36.6666679382324,2.97209239006042,0,4.61880207061768,11.9256963729858
Spike0,45,7,18,52,0,69,9,8.66786861419678,0,8.1421537399292,4.74213600158691
Spike1,30,3,17,61,0,82,30,0,0,0,0
Spike2,180,8,28,123.800003051758,0.400000005960464,74.8000030517578,36,34.868408203125,0.866748869419098,3.69250345230103,5.05867719650269
Wall0,250,10,24,0.699999988079071,0,75.5,25,0.949730038642883,0,3.301922082901,0
Wall1,370,14,30,4.09090948104858,0,78.2727279663086,33.636360168457,1.25971078872681,0,1.34333109855652,11.90797996521
Wall2,305,5,26,136.25,0.25,78.5,76.25,97.4419097900391,0.433012694120407,10.2368593215942,16.7464065551758
