ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,230,10,23,66.6666641235352,0,74,25.5555553436279,3.20411968231201,0,3.88943886756897,2.14009261131287
Ramp1,280,18,33,131.75,0.0833333358168602,50.4166679382324,23.3333339691162,40.2799797058105,0.90328973531723,2.70545172691345,7.36367130279541
Ramp2,72,5,26,163.5,1.25,44.75,18,47.8830986022949,1.1081246137619,20.1951656341553,10.7782220840454
Speed0,240,16,29,1.93333327770233,0,84.0666656494141,15.9999990463257,7.23387098312378,0,19.5432586669922,4.45541477203369
Speed1,100,6,25,92,0,123.400001525879,20,15.279595375061,0,14.5845317840576,0
Speed2,60,2,26,150,0,139,30,81,0,25,10
Spike0,75,6,19,60.3333358764648,0,70,12.5,4.49302291870117,0,15.8071508407593,1.75262045860291
Spike1,27,3,19,91,0.5,59.5,13.5,22,0.5,43.5,1.5
Spike2,0,3,16,0,0,0,0,0,0,0,0
Wall0,250,15,26,0.857142865657806,0,63.5714263916016,17.857141494751,0.991533517837524,0,3.34517240524292,2.55207514762878
Wall1,100,4,21,7.66666650772095,0,66.6666641235352,33.3333320617676,8.01387691497803,0,21.7306728363037,12.4721918106079
Wall2,259,4,30,132.75,0.25,42.75,64.75,81.6861190795898,0.433012694120407,5.35381078720093,25.8159999847412
