ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,180,10,25,67.5555572509766,0,60.7777786254883,20,3.74354600906372,0,4.43183040618896,3.77218794822693
Ramp1,170,6,22,103.666664123535,0.16666667163372,64.1666641235352,28.3333339691162,4.91653156280518,0.796396672725677,1.98165118694305,5.80261611938477
Ramp2,219,12,33,175.636352539063,0.636363685131073,48.9090919494629,19.9090881347656,14.0070190429688,0.931094527244568,2.24718451499939,7.57019662857056
Speed0,180,13,27,0.545454561710358,0,79.4545440673828,16.3636360168457,1.7248786687851,0,10.0770092010498,2.50684022903442
Speed1,20,1,16,59,0,139,20,0,0,0,0
Speed2,60,2,21,52,0,135.5,30,8,0,12.5,10
Spike0,90,9,26,56.8571434020996,0,82.5714263916016,12.8571424484253,3.67697238922119,0,1.60708928108215,7.27898502349854
Spike1,150,6,25,65.8333358764648,0,74.5,25,24.2495651245117,0,24.6513366699219,5.04691600799561
Spike2,70,6,28,122.5,0.25,37.5,17.5,13.9420948028564,0.698956727981567,4.06795835494995,10.6665840148926
Wall0,75,6,21,1,0,73,12.5,0.973585486412048,0,8.6881046295166,6.16148614883423
Wall1,500,19,35,6.61111116409302,0,80.1666641235352,27.7777786254883,1.86131119728088,0,1.91633677482605,5.92495965957642
Wall2,20,2,16,39.5,0,74,10,2.5,0,3,10
