Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00254,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,60,3,True,0,0,0,56.40562,,0,0,0,0,0,0,,48,151,0,36,0
60.019,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,6,120,6,True,0,1,0,58.73591,,0,0,0,0,0,0,,55,201,0,110,0
90.0518,,22,18,25,25,26,29,25,25,24,24,25,25,14,15,13,13,12,255,16,False,0,6,0,59.49196,,0,0,0,0,0,0,,110,251,0,562,0
120.0677,,23,22,23,25,25,26,23,25,24,23,23,25,15,15,17,13,15,280,17,False,0,11,0,65.12251,,0,0,0,0,0,0,,153,251,0,966,0
150.0841,,22,23,18,25,23,26,18,25,21,23,18,23,20,14,33,13,20,360,22,False,1,11,0,65.13152,,0,0,0,0,0,0,,170,251,0,1299,12
180.1001,,22,24,18,27,23,25,18,27,22,25,18,23,19,13,33,9,26,425,27,False,1,15,0,66.28788,,0,0,0,0,0,0,,280,391,0,2012,16
210.1329,,24,23,21,30,24,27,19,26,22,24,19,22,16,12,28,8,32,567,37,False,1,17,0,65.90096,,0,0,2,0,0,0,,310,491,0,2465,26
240.1657,,27,23,25,36,23,27,17,23,21,24,17,20,15,12,26,7,37,724,47,False,1,20,0,64.37832,,0,0,5,0,2,0,,312,491,0,3135,31
270.1819,,26,24,24,32,23,25,21,21,23,26,16,28,14,11,25,5,44,914,57,False,1,23,0,65.05376,,0,0,6,0,3,0,,398,611,0,3722,34
300.1975,,25,23,21,34,22,27,18,21,26,25,25,28,13,11,22,4,57,1039,64,False,1,27,0,65.38027,,0,0,7,0,4,0,,509,761,0,4342,95
330.231,,25,22,21,34,22,27,18,21,27,26,26,28,13,10,21,4,60,1084,67,False,2,29,0,65.52747,,0,0,7,0,4,0,,521,761,0,4535,95
360.2472,,25,22,21,36,22,27,17,20,26,26,26,27,13,10,22,4,64,1144,69,False,2,31,0,66.52083,,0,0,8,0,5,0,,526,761,0,4838,96
390.2625,,26,24,20,35,22,26,17,24,26,26,26,25,12,10,23,2,70,1319,79,False,2,36,0,66.43666,,0,0,9,0,6,0,,606,851,0,5362,97
420.2787,,25,23,20,35,23,28,17,24,25,25,26,25,12,9,23,2,73,1339,80,False,3,37,0,66.54643,,0,0,9,0,6,0,,616,901,0,5692,99
450.295,,26,24,21,33,22,28,16,23,26,25,25,28,12,9,24,2,81,1639,99,False,4,41,0,66.50072,,0,0,9,0,6,0,,634,901,0,6401,115
480.3109,,26,24,21,33,22,28,16,23,26,25,25,28,12,9,24,2,82,1679,103,False,5,42,0,66.85861,,0,0,9,0,6,0,,636,901,0,6639,116
510.328,,26,24,21,33,22,28,16,23,26,25,25,28,12,9,24,2,82,1699,104,False,7,43,0,66.3782,,0,0,10,0,7,0,,640,901,0,7175,122
540.3435,,25,24,21,32,22,28,16,22,25,25,25,27,13,9,24,5,85,1719,105,False,8,44,0,66.82163,,0,0,10,0,7,0,,642,951,0,7312,124
570.3602,,26,24,22,34,22,28,16,21,25,25,25,26,13,9,23,5,89,1854,114,False,8,44,0,66.10415,,0,0,11,0,8,0,,642,951,0,7969,149
600.3754,,26,25,22,33,21,27,16,21,26,26,25,28,12,9,23,4,92,1949,121,False,9,46,0,66.00489,,0,0,11,0,8,0,,673,951,0,8414,153
