ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,450,18,24,83.1764602661133,0,67.4117736816406,26.470588684082,11.2643136978149,0,1.65255045890808,6.73727130889893
Ramp1,390,14,22,115.166664123535,0,64.75,32.5,5.82543468475342,0,2.2160472869873,2.82887816429138
Ramp2,328,15,25,171.299987792969,0.600000023841858,37.8999977111816,32.7999992370605,20.0476741790771,1.06342506408691,10.7685279846191,3.42381930351257
Speed0,360,19,23,0,0,81.3684234619141,18.9473686218262,0,0,2.01644682884216,1.01794040203094
Speed1,90,6,17,57.1666641235352,0,141.666656494141,15,1.71832883358002,0,4.01147556304932,6.98759984970093
Speed2,230,4,23,160.25,0.25,105.25,57.5,57.9668121337891,0.698956727981567,22.3320140838623,33.2384300231934
Spike0,90,7,17,49.8333358764648,0,75.1666717529297,15,3.46130347251892,0,4.17663669586182,1.48863863945007
Spike1,120,10,19,49.3333320617676,0,76.5555572509766,13.3333330154419,5.570472240448,0,4.91804361343384,1.53415668010712
Spike2,375,15,27,60.6666679382324,0,80.3333358764648,41.6666679382324,3.2586817741394,0,1.5642181634903,2.80368304252625
Wall0,125,6,33,10.5,0,70.1666717529297,20.8333339691162,4.54848766326904,0,2.3875732421875,2.58651089668274
Wall1,350,13,41,47.5555572509766,0,67.6666641235352,38.8888893127441,17.3407096862793,0,2.10426926612854,13.9135274887085
Wall2,465,10,24,111.333335876465,0,63.3333358764648,77.5,46.9464340209961,0,8.0811824798584,39.449333190918
