Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00364,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,1,25,1,True,0,1,0,49.84536,,0,0,0,0,0,0,,0,0,0,109,0
60.0188,,23,21,25,25,29,36,25,25,23,21,25,25,11,9,13,13,10,225,15,False,0,1,0,56.07885,,1,0,0,0,0,0,,54,262,0,454,33
90.01909,,27,29,27,23,29,37,23,23,22,16,25,28,8,4,11,11,18,400,28,False,0,5,0,61.2832,,1,0,0,0,0,0,,164,451,0,1016,60
120.0355,,25,28,27,19,28,36,23,21,22,18,25,26,10,3,11,20,24,570,39,False,0,9,0,63.73907,,1,0,0,0,0,0,,215,501,0,1499,61
150.0508,,27,29,28,23,28,36,27,19,22,18,22,28,9,3,8,16,30,730,52,False,1,13,0,65.05833,,2,0,0,0,0,0,,313,621,0,2338,76
180.0511,,26,28,27,25,27,35,25,19,23,17,27,28,9,7,7,15,36,820,57,False,1,16,0,67.03004,,2,0,0,0,0,0,,368,671,0,2599,79
210.0665,,26,27,27,25,26,32,25,17,25,18,27,32,9,9,7,12,44,1040,73,False,1,21,0,67.40033,,2,0,0,0,0,0,,375,671,0,3336,81
240.0826,,26,25,26,26,25,33,24,17,26,20,30,31,9,8,6,12,50,1200,84,False,1,27,0,68.38058,,2,0,0,0,0,0,,482,821,0,3985,85
270.1153,,25,21,31,27,23,26,22,17,23,16,27,31,15,24,5,11,57,1345,96,False,1,31,0,69.52922,,2,0,0,0,0,0,,568,921,0,4662,88
300.1155,,24,24,22,27,21,26,16,16,21,16,19,32,21,20,28,11,68,1625,118,False,1,35,0,69.43588,,2,0,0,0,0,0,,633,991,0,5424,90
330.1485,,25,23,23,29,22,31,16,16,20,14,20,32,19,17,27,10,75,1790,132,False,1,39,0,70.00681,,2,0,0,0,0,0,,719,1091,0,6131,102
360.1813,,25,23,26,29,23,31,16,17,21,15,21,31,17,17,23,10,82,1985,145,False,1,43,0,70.51173,,2,0,0,0,0,0,,818,1231,0,6605,103
390.197,,26,24,27,29,23,30,17,17,21,15,22,31,16,17,21,10,89,2220,161,False,2,46,0,70.13544,,2,0,0,0,0,0,,839,1231,0,7214,120
420.2303,,26,24,27,27,22,30,17,16,21,15,21,30,17,17,21,13,91,2295,164,False,2,52,0,69.96272,,2,0,1,0,0,0,,890,1301,0,7682,151
450.2465,,26,24,27,28,22,30,17,15,21,15,22,30,17,17,20,12,96,2450,177,False,3,55,0,68.54062,,2,0,1,0,0,0,,912,1301,0,8405,220
480.2793,,26,24,27,28,22,30,17,15,21,15,22,30,17,17,20,12,97,2470,178,False,4,55,0,68.58479,,2,0,1,0,0,0,,962,1351,0,8556,227
510.2953,,25,24,26,26,22,30,17,15,21,15,23,29,17,17,20,16,100,2621,187,False,6,58,0,68.57957,,3,0,1,0,0,0,,977,1401,0,9121,230
540.3115,,25,24,26,26,22,30,17,14,21,15,23,28,18,17,20,17,101,2696,190,False,6,61,0,67.667,,3,0,1,0,0,0,,1007,1401,0,9489,261
570.3443,,26,24,28,26,22,30,16,14,21,15,23,28,17,17,19,17,106,2786,197,False,7,63,0,67.2095,,3,0,1,0,0,0,,1023,1451,0,9951,282
600.3774,,26,24,27,26,21,30,16,14,21,15,22,28,18,17,21,17,110,2881,201,False,8,68,0,66.8176,,3,0,1,0,0,0,,1024,1481,0,10610,286
