ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,480,17,24,85.875,0.0625,62.1874961853027,30,8.04635047912598,0.932857573032379,1.95471906661987,2.75568389892578
Ramp1,340,13,27,120.400009155273,0,59.6999969482422,34,13.4167995452881,0,14.3728303909302,11.4771823883057
Ramp2,160,11,26,172.125,0.125,39.5,20,11.5890893936157,0.852623105049133,3.58201241493225,11.572808265686
Speed0,400,22,30,3.61904764175415,0,83.1904830932617,19.0476188659668,1.62443780899048,0,2.09566617012024,1.18639707565308
Speed1,20,5,16,59,0,136.33332824707,6.66666650772095,13.4721937179565,0,27.8607635498047,5.37483835220337
Speed2,20,1,14,49,0,122,20,0,0,0,0
Spike0,60,4,15,55.75,0,86.75,15,2.19368886947632,0,3.58170294761658,0
Spike1,135,8,22,43.8571434020996,0,72,19.2857151031494,2.41051554679871,0,2.73395109176636,4.65755462646484
Spike2,270,9,28,51.1111068725586,0,77.3333358764648,30,2.19949150085449,0,2.11562037467957,5.49765634536743
Wall0,75,7,29,9.19999980926514,0,70.4000015258789,15,5.97697877883911,0,1.79729616641998,8.05669021606445
Wall1,275,9,33,19.4285697937012,0,78,39.2857131958008,7.7332706451416,0,9.06009960174561,16.107292175293
Wall2,346,6,29,150.16667175293,0.333333343267441,47.6666641235352,57.6666641235352,37.9141311645508,0.806660413742065,13.5199718475342,25.8822193145752
