ID,Time,Air,Tricks,Speed,Points
Ramp0,25.1831798553467,88,1,41,40
Ramp0,30.9231796264648,50,1,51,40
Spike0,36.2631797790527,30,0,51,15
Wall0,17.8631782531738,0,0,54,25
Wall0,20.663179397583,0,0,56,25
