ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,82,2,33,50,1,50.5,41,2,0,2.5,1
Ramp1,0,0,33,0,0,0,0,0,0,0,0
Ramp2,0,0,33,0,0,0,0,0,0,0,0
Speed0,0,0,33,0,0,0,0,0,0,0,0
Speed1,0,0,33,0,0,0,0,0,0,0,0
Speed2,0,0,33,0,0,0,0,0,0,0,0
Spike0,0,0,33,0,0,0,0,0,0,0,0
Spike1,0,0,33,0,0,0,0,0,0,0,0
Spike2,0,0,33,0,0,0,0,0,0,0,0
Wall0,50,2,33,1.5,0,53,25,0.5,0,2,0
Wall1,0,0,33,0,0,0,0,0,0,0,0
Wall2,0,0,33,0,0,0,0,0,0,0,0
