ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,278,8,15,90.5714263916016,1,61.8571434020996,39.7142868041992,24.7923164367676,0.939850807189941,4.34572553634644,4.37560081481934
Ramp1,236,8,22,168,0.833333373069763,45.1666679382324,39.3333320617676,26.9289073944092,0.582141637802124,6.56803750991821,6.89139223098755
Ramp2,216,10,28,188.33332824707,2.44444465637207,33.777774810791,24,42.483455657959,1.06044745445251,8.82940101623535,7.5552864074707
Speed0,180,15,31,14.5714282989502,0,76.9285659790039,12.8571434020996,4.58750486373901,0,2.64837503433228,2.5801784992218
Speed1,40,3,21,169.5,0.5,148.5,20,112.5,0.5,0.5,20
Speed2,0,0,13,0,0,0,0,0,0,0,0
Spike0,165,10,14,61.5,0.300000011920929,65,16.5,6.41407823562622,0.910184264183044,5.18542194366455,5.77179718017578
Spike1,100,4,20,61,0.333333343267441,78,33.3333320617676,1.82574188709259,0.62360954284668,7.79957246780396,2.9814236164093
Spike2,250,10,31,56.2857131958008,0.571428596973419,81.7142868041992,35.7142868041992,3.5491349697113,0.876525223255157,2.83964347839355,3.19811654090881
Wall0,200,13,38,20.0909080505371,0,68.0909042358398,18.1818180084229,6.03316593170166,0,3.43983316421509,2.72718667984009
Wall1,311,9,34,23.4444446563721,0.222222223877907,72.5555572509766,34.5555572509766,18.0308113098145,0.886179566383362,1.95577311515808,4.08842325210571
Wall2,300,7,27,88.75,0,64.75,75,9.29650402069092,0,10.0224714279175,43.6063804626465
