Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00331,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,40,2,True,0,0,0,57.13148,,0,0,0,0,0,0,,19,101,0,36,0
60.01959,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,9,175,10,True,0,2,0,59.74062,,0,0,0,0,0,0,,66,251,0,234,0
90.03504,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,13,302,16,True,0,9,0,56.99377,,3,0,1,2,1,0,,66,251,0,805,3
120.0681,,26,27,25,25,26,28,25,25,26,28,22,25,9,3,13,13,21,475,25,False,0,14,0,59.27483,,5,0,3,3,3,0,,128,421,0,1389,7
150.0844,,21,17,27,25,23,18,32,25,21,18,23,25,21,33,5,13,27,574,30,False,0,17,0,64.03989,,7,0,3,5,3,0,,169,471,0,2226,40
180.1176,,20,17,27,19,21,17,30,19,21,20,23,19,24,32,5,29,32,699,36,False,0,19,0,64.03887,,7,0,3,5,3,0,,187,611,0,2877,45
210.1337,,20,17,26,18,22,17,33,18,22,20,22,23,23,32,5,27,36,794,43,False,1,21,0,63.62364,,7,0,3,5,3,0,,198,681,0,3467,57
240.1493,,24,16,30,31,20,18,29,15,20,20,20,20,22,32,7,21,43,1050,55,False,1,21,0,63.27574,,17,0,5,9,3,0,,201,731,0,4279,75
270.182,,23,16,30,27,24,19,30,24,19,20,19,18,20,31,7,16,51,1250,66,False,1,23,0,63.2226,,17,0,5,9,3,0,,241,991,0,5311,87
300.1988,,23,17,27,27,25,22,28,24,18,20,17,18,20,27,13,16,62,1440,76,False,1,27,0,65.31775,,17,0,5,9,3,0,,388,1211,0,6061,88
330.2142,,23,18,26,27,25,23,28,24,19,19,21,18,19,26,11,16,70,1580,85,False,1,33,0,66.84792,,17,0,5,9,3,0,,445,1401,0,6844,103
360.2479,,23,17,26,27,25,24,28,24,19,19,21,18,19,26,11,16,73,1640,88,False,1,36,1,65.39412,,17,0,5,9,3,0,,553,1533,0,7341,120
390.2637,,23,18,25,27,25,25,27,24,20,19,23,18,18,24,11,16,80,1760,96,False,1,40,1,63.44418,,18,0,5,9,3,0,,554,1651,0,7978,175
420.2969,,23,19,25,28,26,25,27,28,19,19,23,17,17,23,12,14,86,1999,107,False,1,41,1,64.98676,,20,0,8,9,3,0,,579,1791,0,8617,205
450.3121,,23,19,25,27,27,25,27,30,19,19,22,16,17,23,12,13,89,2111,114,False,1,43,1,67.30894,,21,0,8,10,3,0,,611,1971,0,9475,206
480.3453,,23,19,25,27,28,25,28,31,19,19,22,16,16,23,11,13,93,2196,118,False,1,46,1,68.5248,,21,0,8,10,3,0,,702,2131,0,10162,208
510.3454,,23,19,25,27,28,26,29,31,19,19,22,16,16,22,11,13,96,2273,123,False,1,49,1,68.16233,,25,0,8,11,3,0,,745,2251,0,11070,255
540.3616,,23,19,24,27,28,26,28,32,19,19,23,16,16,22,11,12,99,2358,127,False,1,54,1,68.9704,,26,0,9,11,3,0,,827,2431,0,11808,272
570.3937,,23,19,24,27,28,26,28,32,19,19,23,16,16,22,11,12,100,2410,131,False,2,58,2,68.9043,,27,0,9,12,3,0,,868,2431,0,12236,274
600.3938,,23,19,25,26,28,27,28,31,19,19,23,15,16,22,11,13,107,2540,138,False,2,60,2,67.98866,,27,0,9,12,3,0,,873,2451,0,12731,290
