Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.0189,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,57,2,True,0,3,0,55.82824,,1,0,1,1,1,0,,31,101,0,255,0
60.03556,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,9,230,9,True,0,9,0,55.93816,,5,0,3,5,3,0,,58,251,0,919,6
90.05083,,23,21,25,25,18,11,25,25,18,11,25,25,28,43,13,13,16,387,22,False,0,11,0,57.56842,,6,0,3,6,3,0,,59,251,0,1199,7
120.0513,,26,25,23,29,17,12,23,21,19,12,23,26,25,37,18,9,21,562,33,False,0,13,0,58.31867,,14,0,3,7,3,0,,65,251,0,1927,64
150.0667,,29,27,32,29,17,12,21,19,18,12,21,23,23,35,13,15,27,768,44,False,0,15,0,57.94496,,18,0,3,10,3,0,,67,251,0,2535,73
180.0669,,26,24,27,29,15,11,18,19,25,21,32,23,20,30,9,15,29,823,47,False,1,17,0,58.02819,,18,0,4,10,4,0,,83,251,0,2785,76
210.0832,,24,24,21,27,13,11,14,17,24,22,24,26,25,30,27,16,36,1042,56,False,2,21,0,58.36831,,21,0,7,10,5,0,,83,251,0,3325,89
240.0984,,24,24,22,27,14,11,14,17,25,23,26,26,24,29,24,16,40,1124,60,False,3,28,0,59.40142,,22,0,7,11,5,0,,123,251,0,3867,95
270.1314,,25,24,25,27,13,11,14,17,24,23,25,26,23,29,23,16,41,1190,64,False,4,35,0,58.92083,,26,0,7,13,5,0,,123,251,0,4717,163
300.1474,,21,15,25,31,32,47,14,16,19,13,25,25,15,11,22,14,48,1445,78,False,4,42,0,60.14655,,30,0,9,17,7,0,,198,351,0,5608,166
330.1635,,21,16,26,29,29,43,13,15,21,15,24,29,15,13,22,13,54,1572,84,False,4,46,0,60.05868,,31,0,11,18,9,0,,270,451,0,6137,169
360.1636,,23,18,26,28,26,38,13,15,22,16,24,30,15,13,22,12,61,1717,92,False,5,50,0,61.31818,,31,0,13,18,11,0,,423,651,0,6481,169
390.1797,,20,15,26,28,23,30,14,15,20,13,25,31,23,28,22,12,69,1837,97,False,5,54,0,61.3278,,31,0,15,18,13,0,,505,701,0,7018,198
420.1953,,21,15,27,29,23,30,13,15,20,13,24,31,23,28,21,12,72,1951,106,False,6,55,0,59.95284,,33,0,16,19,13,0,,505,701,0,7919,353
450.1958,,21,15,27,29,23,30,13,15,20,13,24,31,23,28,21,12,72,1985,106,False,6,60,0,58.70501,,50,0,27,21,14,0,,507,701,0,8607,453
480.2279,,21,15,27,27,23,31,13,14,20,14,24,29,23,26,21,16,78,2210,115,False,8,66,0,59.19734,,52,0,27,22,14,0,,623,771,0,9197,456
510.2448,,21,15,27,28,22,31,13,14,20,14,23,29,23,26,23,15,82,2254,118,False,8,68,0,59.66669,,55,0,27,22,14,0,,636,771,0,9650,468
540.2778,,21,15,26,28,22,31,12,13,20,14,24,31,23,26,23,15,89,2364,125,False,9,71,0,59.71711,,55,0,27,22,14,0,,673,841,0,9952,481
570.2941,,21,15,26,28,22,31,12,13,20,14,24,31,22,26,24,15,91,2439,128,False,11,73,0,59.86861,,55,0,27,22,14,0,,748,841,0,10280,518
600.3101,,20,15,22,28,24,31,21,13,20,14,20,31,22,26,22,15,97,2628,137,False,11,76,0,60.791,,57,0,28,24,15,0,,758,961,0,10978,526
