Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00247,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,82,5,True,0,2,0,56.6763,,1,0,0,1,0,0,,18,101,0,273,4
60.01894,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,9,205,13,True,0,4,0,60.27499,,2,0,1,1,1,0,,40,251,0,530,7
90.03423,,29,37,25,25,22,18,25,25,22,18,25,25,13,13,13,13,13,312,19,False,0,8,0,60.61972,,5,0,4,2,3,0,,51,251,0,1068,31
120.0344,,30,37,25,24,22,18,25,24,22,18,25,24,13,13,13,14,15,364,22,False,1,9,0,61.6039,,6,0,5,3,4,0,,51,251,0,1333,34
150.0502,,31,32,34,24,24,25,22,24,22,20,22,24,10,10,7,14,21,522,34,False,1,11,0,64.223,,7,0,5,3,4,0,,114,330,0,1866,37
180.0828,,29,32,29,24,25,25,25,24,20,20,19,24,12,10,13,14,25,592,37,False,2,16,0,64.7933,,7,0,5,3,4,0,,137,441,0,2314,38
210.0998,,19,17,18,24,40,61,16,24,13,10,12,24,14,-1,39,14,33,777,48,False,2,21,0,64.52521,,7,0,5,3,4,0,,151,550,0,3111,98
240.1153,,18,17,19,19,43,61,20,40,12,10,11,19,13,-1,36,9,36,867,56,False,2,22,0,65.257,,7,0,5,3,4,0,,177,701,0,4114,99
270.1154,,18,17,19,19,43,60,20,40,12,10,11,19,13,-1,36,9,42,907,58,False,2,24,0,65.67065,,7,0,5,3,4,0,,289,951,0,4787,175
300.1316,,21,18,20,26,41,58,21,36,12,10,12,17,12,-1,33,7,47,1041,65,False,2,25,0,63.87976,,11,0,5,3,4,0,,312,1051,0,5320,177
330.1469,,21,19,20,26,41,56,23,36,12,11,12,17,11,0,31,7,54,1171,72,False,2,30,0,65.90638,,11,0,5,3,4,0,,394,1221,0,6222,190
360.1472,,18,13,20,26,51,70,24,36,10,7,12,17,7,-4,30,7,58,1191,73,False,3,33,0,64.5894,,16,0,11,3,4,0,,394,1321,0,7007,293
390.1628,,18,13,20,26,51,70,24,36,10,7,12,17,7,-4,30,7,58,1193,73,False,3,34,0,65.63005,,17,0,11,3,4,0,,410,1321,0,7091,298
420.1786,,17,13,21,25,48,62,24,38,10,7,12,16,11,5,29,6,65,1308,78,False,3,37,0,67.16,,17,0,11,3,4,0,,521,1561,0,7901,317
450.179,,17,13,21,27,48,63,24,37,10,7,12,16,11,4,29,6,74,1503,91,False,4,39,0,66.44556,,26,0,11,3,4,0,,699,1811,0,8644,404
480.1944,,16,11,21,27,51,67,24,37,9,6,12,16,9,2,29,6,78,1565,94,False,4,41,0,67.23209,,26,0,12,3,4,0,,750,1961,0,9061,408
510.1947,,17,12,20,27,51,66,27,37,9,6,12,16,9,2,27,6,84,1690,102,False,4,43,0,69.41773,,26,0,12,3,4,0,,837,2151,0,10018,424
540.2108,,18,13,21,28,49,65,26,34,9,6,11,15,10,3,27,10,97,1992,120,False,4,44,0,69.33524,,31,0,12,4,4,0,,948,2301,0,10669,468
570.2263,,18,13,22,28,49,64,26,34,9,6,11,15,10,2,27,10,106,2182,130,False,4,45,0,69.89132,,31,0,12,4,4,0,,1090,2651,0,11516,534
600.2592,,18,14,21,28,47,63,25,34,9,6,11,15,11,3,30,10,115,2372,138,False,4,49,0,70.85789,,31,0,12,4,4,0,,1256,2901,0,12110,538
