ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,350,13,14,90.363639831543,0.272727280855179,65.5454559326172,31.8181781768799,6.1587028503418,0.909883081912994,3.87618684768677,3.95148348808289
Ramp1,220,7,21,145,0.28571429848671,61.5714263916016,31.4285717010498,6.64407014846802,0.860053777694702,3.57571530342102,4.59750556945801
Ramp2,194,6,28,238.800003051758,2,31.6000003814697,38.7999992370605,65.2351684570313,1.40676736831665,14.8602285385132,14.6268215179443
Speed0,622,47,63,41.9318161010742,0.272727310657501,81.4545593261719,14.1363649368286,6.91420364379883,0.978627741336823,2.1738293170929,2.70696139335632
Speed1,120,6,25,221.166656494141,0,107.66667175293,20,49.2141494750977,0,26.8995933532715,0
Speed2,85,2,34,469,0,39,42.5,81,0,7,22.5
Spike0,15,3,6,63,0,85,15,0,0,0,0
Spike1,0,1,11,0,0,0,0,0,0,0,0
Spike2,0,0,15,0,0,0,0,0,0,0,0
Wall0,125,7,15,5.85714292526245,0,79.5714263916016,17.857141494751,3.02481865882874,0,3.46638345718384,3.51676344871521
Wall1,475,20,42,26.6470584869385,0,71.7058792114258,27.9411773681641,13.4769954681396,0,2.67802166938782,6.1042537689209
Wall2,105,4,22,74.3333358764648,0.333333343267441,51.3333320617676,35,4.26875019073486,0.62360954284668,17.89475440979,42.4656715393066
