ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,155,8,17,75.1666641235352,0,63.5,25.8333339691162,3.45647478103638,0,5.81762981414795,2.64485478401184
Ramp1,70,6,18,152.199996948242,0,49.7999992370605,14,9.54031085968018,0,10.2920703887939,7.42829132080078
Ramp2,122,10,27,120.555557250977,0.222222223877907,35,13.5555534362793,23.4531345367432,0.881193876266479,2.67089509963989,5.34786653518677
Speed0,200,18,21,0,0,77.529411315918,11.7647066116333,0,0,3.90792202949524,3.34432673454285
Speed1,40,1,16,43,0,122,40,0,0,0,0
Speed2,110,3,27,199,0,109.666664123535,36.6666679382324,94.7637405395508,0,20.8099880218506,12.4721918106079
Spike0,90,9,17,46.875,0,66.75,11.25,2.11968278884888,0,5.19693517684937,4.4038553237915
Spike1,30,3,17,57,0,85.5,15,3,0,47.5,0
Spike2,30,5,21,52,0,79,30,0,0,0,0
Wall0,25,5,43,19.5,0,67,6.25,16.0039386749268,0,8.8179178237915,4.23581027984619
Wall1,50,3,47,62,0,81.5,25,7,0,35.5,25
Wall2,75,5,22,82.4000015258789,0,43.5999984741211,15,10.8378133773804,0,7.38313484191895,8.0873498916626
