Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.02025,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,1,20,1,True,0,0,0,37.24363,,0,0,0,0,0,0,,0,19,0,36,0
60.02259,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,35,2,True,0,6,0,40.07831,,0,0,0,0,0,0,,11,51,0,520,20
90.03998,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,5,55,3,True,0,7,0,37.7294,,0,0,0,0,0,0,,12,101,0,638,20
120.0414,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,9,100,6,True,0,10,0,39.07257,,0,0,0,0,0,0,,13,151,0,960,69
150.0429,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,12,145,9,True,0,17,0,40.27203,,0,0,0,0,0,0,,13,151,0,1511,70
180.044,,23,20,25,25,28,34,25,25,23,20,25,25,12,11,13,13,17,239,14,False,0,20,0,42.99528,,1,0,0,0,0,0,,44,301,0,1763,73
210.0449,,23,20,26,25,28,36,22,25,23,20,26,25,12,11,13,13,22,259,15,False,0,23,0,46.58234,,1,0,0,0,0,0,,167,471,0,2035,73
240.0805,,21,17,23,25,25,31,17,25,26,31,20,25,15,8,25,13,25,364,22,False,0,27,0,47.16836,,1,0,0,0,0,0,,167,471,0,2581,75
270.0818,,22,24,20,24,23,29,16,24,24,28,17,27,17,6,33,12,32,424,26,False,0,32,0,46.23277,,1,0,0,0,0,0,,176,521,0,3183,80
300.0831,,22,24,20,24,23,29,16,24,24,28,17,27,17,6,33,12,33,439,27,False,1,36,0,45.74585,,1,0,0,0,0,0,,176,521,0,3517,80
330.1011,,23,27,20,23,22,28,16,23,24,27,17,30,16,5,33,11,38,504,33,False,1,39,0,46.70132,,1,0,1,0,0,0,,178,521,0,4130,107
360.119,,24,27,20,24,22,28,16,21,25,27,18,32,16,5,33,9,41,594,40,False,1,42,0,47.71433,,1,0,1,0,0,0,,187,521,0,4564,111
390.1533,,23,26,19,24,22,29,17,20,24,26,15,34,17,5,35,8,47,719,49,False,1,49,0,49.89227,,1,0,1,0,0,0,,236,634,0,5190,112
420.171,,23,28,19,23,22,28,19,20,24,26,15,34,16,4,34,8,50,749,52,False,1,54,0,52.25405,,1,0,1,0,0,0,,351,761,0,5605,115
450.1724,,24,28,21,25,22,28,18,20,24,26,14,34,16,4,33,8,52,779,55,False,2,58,0,51.5716,,1,0,1,0,0,0,,355,761,0,6055,116
480.1909,,25,27,21,26,22,29,19,19,24,26,15,34,15,4,31,7,58,824,58,False,3,61,0,52.55354,,1,0,1,0,0,0,,427,811,0,6326,116
510.192,,26,27,21,30,22,29,19,18,24,26,15,33,15,4,31,6,60,854,61,False,3,62,0,53.02086,,2,0,1,0,0,0,,445,811,0,6758,142
540.2103,,26,27,21,30,22,29,18,18,24,26,14,33,15,4,32,6,61,879,62,False,4,64,0,51.07597,,2,0,1,0,0,0,,455,811,0,6901,156
570.2275,,26,27,21,30,22,29,18,18,24,26,14,33,15,4,32,6,61,899,64,False,4,66,0,51.00888,,2,0,1,0,0,0,,458,811,0,7040,167
600.2288,,19,14,21,28,16,16,18,16,17,13,14,29,33,42,33,14,68,1146,75,False,4,70,0,51.40627,,3,0,2,1,1,0,,501,861,0,7727,194
