ID,Time,Air,Tricks,Speed,Points
Ramp0,59.4741287231445,55,0,52,0
Ramp0,71.6941299438477,53,0,53,30
Ramp0,96.1541290283203,57,0,52,0
Ramp0,154.534118652344,73,0,78,0
Ramp0,206.954116821289,70,0,75,30
Ramp0,255.834121704102,64,0,74,30
Ramp1,365.694122314453,61,0,37,0
Ramp1,468.254119873047,0,0,63,0
Ramp2,156.214126586914,0,0,43,0
Speed0,23.4341278076172,0,0,65,20
Speed0,48.9941291809082,65,0,117,0
Speed0,62.1741256713867,0,0,61,0
Speed0,100.754127502441,0,0,64,0
Speed0,102.714126586914,0,0,85,20
Speed0,106.294128417969,0,0,75,20
Speed0,117.374122619629,0,0,66,20
Speed0,121.114128112793,0,0,74,20
Speed0,131.874130249023,0,0,87,20
Speed0,189.954132080078,0,0,89,0
Speed0,250.014129638672,0,0,88,0
Speed0,408.054107666016,95,0,168,90
Speed0,439.334106445313,1,0,76,0
Speed0,515.274108886719,0,0,90,0
Speed1,137.894119262695,39,0,123,20
Speed1,151.054122924805,69,0,164,30
Speed1,328.174133300781,297,0,73,60
Speed1,388.234130859375,57,0,108,50
Speed1,513.634094238281,234,0,132,40
Spike0,40.1341285705566,48,0,58,15
Spike0,85.3341293334961,47,0,57,0
Spike0,92.9541244506836,52,0,57,0
Spike0,124.274124145508,67,0,87,15
Spike0,188.014129638672,66,0,83,0
Spike0,437.734130859375,70,0,84,15
Spike2,184.174118041992,58,0,82,45
Spike2,283.97412109375,66,0,93,135
Wall0,32.5941276550293,55,0,61,0
Wall0,68.7941284179688,24,0,62,0
Wall0,141.134124755859,99,0,86,0
Wall0,181.214126586914,45,0,84,0
Wall0,256.734130859375,1,0,74,25
Wall0,279.094116210938,0,0,84,0
Wall0,370.874114990234,0,0,67,25
Wall0,373.594116210938,0,0,42,0
Wall0,417.514129638672,180,0,32,85
Wall0,449.554107666016,1,0,72,0
Wall0,522.654113769531,0,0,60,0
Wall1,147.274124145508,3,0,81,50
Wall1,222.734130859375,3,0,78,50
Wall1,331.294128417969,111,0,22,0
Wall1,361.034118652344,0,0,52,0
Wall1,440.994110107422,2,0,77,50
Wall1,449.754119873047,3,0,71,0
Wall2,134.874130249023,48,0,84,0
Wall2,217.614120483398,102,1,61,2
Wall2,259.574127197266,110,0,66,75
Wall2,316.574127197266,281,0,118,40
Wall2,383.734130859375,154,0,24,0
Wall2,605.694091796875,0,0,0,15
