ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,84,9,14,84.25,0.125,49.25,10.5,6.65013837814331,0.828480899333954,10.0946397781372,7.61849880218506
Ramp1,110,4,21,102.5,0,63.25,27.5,25.37571144104,0,3.17338013648987,3.10905289649963
Ramp2,90,7,28,125.714286804199,0.428571432828903,43.4285736083984,12.8571424484253,3.87706422805786,0.876525223255157,5.74160957336426,2.62657356262207
Speed0,160,12,16,0.16666667163372,0,71.1666564941406,13.3333339691162,0.727716684341431,0,3.67482781410217,2.8325879573822
Speed1,20,4,18,35,0,93.25,5,9.08157253265381,0,31.183967590332,3.92484426498413
Speed2,0,0,16,0,0,0,0,0,0,0,0
Spike0,105,9,13,59.8333320617676,0,43.3333358764648,17.5,29.6330318450928,0,8.83816719055176,2.53100228309631
Spike1,15,1,14,52,0,55,15,0,0,0,0
Spike2,180,6,29,53.5,0,73.1666717529297,30,4.4463939666748,0,5.44761610031128,7.51090097427368
Wall0,25,5,54,30.6666660308838,0,50.3333320617676,8.33333301544189,42.666015625,0,27.2834911346436,6.56167316436768
Wall1,140,11,45,29.2222232818604,0,70,15.5555553436279,6.021324634552,0,2.51258087158203,12.3789091110229
Wall2,125,1,26,40,0,77,125,0,0,0,0
