Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00235,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,65,3,True,0,0,0,51.71786,,0,0,0,0,0,0,,8,54,0,36,0
60.01804,,20,17,25,21,27,32,25,23,23,21,25,23,16,16,13,20,14,305,14,False,0,3,0,67.46155,,0,0,0,0,0,0,,155,376,0,309,3
90.01845,,11,17,7,18,17,32,8,27,13,21,6,25,44,16,65,16,20,510,26,False,0,11,0,73.70851,,0,0,0,0,0,0,,356,561,0,1128,9
120.0341,,17,23,12,18,22,28,15,26,19,22,12,27,28,13,46,15,27,660,35,False,0,18,0,74.48173,,0,0,0,0,0,0,,456,631,0,1838,18
150.0674,,19,22,13,23,22,28,17,25,20,23,14,25,25,13,42,13,32,827,45,False,1,21,0,73.31452,,1,0,0,1,0,0,,476,631,0,2278,18
180.0835,,19,24,12,23,22,28,17,25,22,22,20,25,23,12,37,13,37,952,52,False,1,24,0,71.46524,,2,0,2,1,2,0,,552,751,0,2925,31
210.0989,,18,23,12,22,23,28,17,26,22,22,20,24,23,12,37,14,43,1097,59,False,2,26,0,70.77378,,3,0,2,1,2,0,,690,891,84,3511,49
240.1322,,19,23,12,24,23,28,19,24,21,22,19,23,23,12,36,15,49,1215,67,False,3,30,0,70.79395,,5,0,2,1,2,0,,780,977,84,4026,55
270.1479,,17,19,12,24,28,39,19,24,20,18,19,23,21,10,36,15,51,1260,69,False,4,33,0,70.6731,,5,0,2,1,2,0,,870,1081,84,4592,55
300.1815,,17,19,12,23,28,40,19,26,19,17,19,23,21,10,36,14,57,1280,70,False,5,38,0,71.2441,,5,0,2,1,2,0,,985,1221,84,4966,60
330.2143,,17,19,12,21,28,40,19,24,21,17,19,27,20,10,36,14,63,1630,89,False,5,42,0,70.55013,,5,0,2,1,2,0,,1134,1361,84,5848,77
360.2465,,19,22,16,21,27,38,19,23,21,17,19,28,19,9,32,13,69,1864,103,False,5,45,0,69.65281,,7,0,2,3,2,0,,1174,1411,84,6258,80
390.2466,,20,23,16,22,27,38,19,24,20,16,19,28,18,9,32,13,74,2036,116,False,5,47,0,69.4781,,9,0,2,4,2,0,,1247,1501,84,7031,93
420.2627,,21,23,17,23,26,38,17,24,22,17,22,27,17,9,30,12,82,2388,141,False,5,53,0,69.24903,,10,0,4,5,4,0,,1332,1551,84,7893,95
450.2782,,22,23,19,25,26,37,17,23,21,17,21,27,17,9,29,11,87,2588,159,False,5,54,0,68.34789,,10,0,5,5,5,0,,1350,1601,84,8627,97
480.2945,,21,23,17,25,25,38,16,22,21,17,20,26,19,9,32,13,94,2894,171,False,5,57,0,68.96868,,13,0,5,8,5,0,,1395,1701,84,9155,102
510.3111,,21,22,18,24,25,36,18,21,22,19,21,26,18,8,29,15,106,3229,190,False,5,62,0,69.61463,,13,0,5,8,5,0,,1517,1896,84,9802,120
540.3264,,22,24,18,24,25,36,19,21,22,19,20,27,17,8,29,14,114,3473,207,False,5,66,0,70.05904,,15,0,5,10,5,0,,1696,2081,84,10489,126
570.3268,,22,24,19,25,25,36,18,21,21,19,20,26,17,8,29,14,124,3737,223,False,5,66,0,69.93517,,17,0,5,12,5,0,,1736,2205,84,11062,146
600.3426,,23,24,20,25,25,35,19,22,22,19,21,25,16,7,27,14,132,3908,232,False,5,69,0,70.13863,,19,0,7,12,5,0,,1864,2371,84,11720,161
