Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00245,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,60,3,True,0,2,0,52.57608,,0,0,0,0,0,0,,22,112,0,182,0
60.03544,,23,22,25,25,27,29,25,25,25,25,25,25,11,9,13,13,10,185,11,False,0,5,0,62.52793,,0,0,0,0,0,0,,146,301,0,476,1
90.05151,,23,21,26,24,26,31,26,22,23,25,26,20,13,9,9,21,19,395,21,False,0,8,0,63.43197,,0,0,0,0,0,0,,220,441,0,1192,4
120.0669,,24,21,23,28,25,30,23,20,26,27,33,18,12,8,7,20,25,625,36,False,0,11,0,62.76987,,0,0,0,0,0,0,,220,511,0,2179,11
150.1002,,26,24,21,31,24,29,21,19,26,25,38,17,10,7,5,18,31,755,46,False,0,15,0,62.00953,,0,0,0,0,0,0,,275,561,0,2714,40
180.1162,,26,24,20,33,24,31,20,19,27,25,42,17,9,7,4,17,39,1000,63,False,0,17,0,63.23723,,0,0,1,0,0,0,,366,661,0,3228,50
210.1314,,27,26,23,33,25,30,25,18,25,24,36,17,8,6,2,18,45,1085,71,False,0,20,0,64.90959,,0,0,1,0,0,0,,482,871,0,3824,59
240.1648,,28,27,25,33,24,30,24,18,26,24,37,17,8,6,1,18,51,1280,87,False,0,23,0,64.96891,,0,0,2,0,1,0,,487,871,0,4371,62
270.1809,,27,22,26,33,28,40,23,18,24,19,36,17,7,5,0,18,55,1355,91,False,1,27,0,66.53173,,0,0,2,0,1,0,,575,921,0,4645,63
300.214,,27,21,27,34,28,38,22,18,25,22,36,16,7,4,0,17,62,1496,100,False,2,29,0,65.86687,,3,0,2,0,1,0,,628,971,0,5474,79
330.2467,,27,22,27,33,27,38,22,17,26,22,36,22,6,4,0,15,68,1581,105,False,2,31,0,65.39651,,3,0,2,0,1,0,,693,1091,101,5877,90
360.2622,,27,22,27,33,27,38,22,17,27,22,37,22,6,4,0,15,70,1626,108,False,4,35,0,65.58479,,3,0,2,0,1,0,,779,1171,101,6357,94
390.2952,,26,21,26,32,26,37,21,16,26,21,35,21,9,7,4,17,76,1816,119,False,4,36,0,65.7611,,3,0,2,0,1,0,,796,1171,101,6816,108
420.328,,27,21,30,32,25,37,20,16,25,21,33,21,8,7,3,17,83,1926,128,False,4,37,0,66.75235,,3,0,2,0,1,0,,860,1411,101,7536,111
450.3434,,28,22,30,32,25,37,20,15,25,21,33,23,8,6,3,15,89,2046,138,False,4,40,0,67.07169,,3,0,2,0,1,0,,887,1461,101,8116,119
480.3767,,27,23,26,32,23,36,16,15,25,22,29,23,11,6,14,15,99,2256,153,False,4,42,0,67.50008,,3,0,2,0,1,0,,936,1561,101,8625,124
510.3926,,27,23,26,31,23,36,16,15,26,22,29,25,11,5,14,14,108,2516,169,False,4,47,0,68.16454,,3,0,2,0,1,0,,1017,1661,101,9164,131
540.4258,,26,22,26,31,22,36,16,14,27,23,31,27,11,5,14,14,116,2741,185,False,4,52,0,68.69888,,3,0,2,0,1,0,,1087,1711,101,9651,136
570.4418,,27,22,27,33,22,36,15,14,26,23,30,26,10,5,13,13,123,2968,196,False,4,55,0,67.98116,,10,0,4,3,3,0,,1102,1761,101,10668,145
600.4572,,27,23,27,34,22,36,15,14,26,23,30,26,10,5,13,13,126,3048,203,False,5,56,0,67.86426,,10,0,4,3,3,0,,1143,1811,101,11069,158
