Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00202,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,3,0,0,True,0,1,0,50.7364,,0,0,0,0,0,0,,24,101,0,112,0
60.01871,,18,12,25,25,23,21,25,25,18,12,25,25,27,42,13,13,13,195,10,False,0,3,0,62.41919,,0,0,0,0,0,0,,97,351,0,260,0
90.03385,,20,17,23,25,21,18,23,25,20,17,23,25,24,33,17,13,22,415,25,False,0,6,0,64.44671,,0,0,0,0,0,0,,130,351,0,904,13
120.0342,,21,17,21,27,23,19,21,30,20,18,25,21,22,31,19,9,30,645,40,False,0,10,0,66.93805,,0,0,0,0,0,0,,199,581,0,1434,19
150.0501,,21,19,19,28,25,21,26,32,19,18,23,19,20,28,18,7,42,810,48,False,0,17,0,71.43854,,0,0,1,0,1,0,,556,1031,0,2229,30
180.083,,20,19,19,25,26,23,29,29,19,17,22,20,21,27,17,13,48,1000,57,False,0,24,0,73.55529,,0,0,1,0,1,0,,680,1151,0,2842,43
210.0986,,21,19,18,28,26,23,28,28,19,18,21,19,20,26,19,11,55,1188,67,False,0,28,0,72.24948,,1,0,3,0,1,0,,746,1241,0,3466,60
240.1145,,21,20,17,26,27,24,32,28,19,17,20,21,19,25,17,10,65,1353,79,False,0,32,0,73.77526,,1,0,3,0,1,0,,1020,1621,0,3943,66
270.1478,,21,20,16,27,26,23,30,27,20,18,19,22,19,24,21,10,73,1603,95,False,0,34,0,73.38046,,1,0,4,0,1,0,,1052,1655,0,4494,73
300.1639,,22,22,16,29,26,23,30,26,20,18,19,22,18,23,21,9,81,1753,105,False,0,38,0,71.65345,,1,0,4,0,1,0,,1067,1688,0,5351,86
330.1792,,22,22,15,31,25,23,28,26,21,19,25,22,17,23,19,8,90,1960,122,False,0,40,0,70.84312,,2,0,4,1,1,0,,1190,1881,0,6130,90
360.2122,,23,23,14,31,25,23,27,26,21,18,25,22,17,22,20,8,99,2120,131,False,0,43,0,71.08404,,2,0,5,1,2,0,,1258,1962,0,6629,92
390.2286,,23,23,14,31,26,23,29,26,21,18,25,22,17,22,19,8,103,2215,137,False,1,45,0,71.69519,,2,0,5,1,2,0,,1355,2121,0,6954,105
420.2615,,23,23,14,33,25,23,29,25,21,18,24,21,17,22,19,7,106,2331,145,False,2,45,0,71.22774,,5,0,5,4,2,0,,1357,2141,0,7415,106
450.2776,,23,22,13,33,28,27,32,26,20,17,23,20,15,20,18,7,116,2525,151,False,2,48,0,72.11458,,10,0,9,6,2,0,,1523,2451,0,8216,127
480.2932,,22,21,12,32,29,31,31,25,20,17,23,23,15,17,20,6,126,2660,158,False,2,55,0,72.72331,,12,0,9,6,2,0,,1747,2691,0,8953,151
510.3265,,22,21,12,32,29,30,32,25,20,17,22,23,15,17,20,6,132,2815,168,False,2,59,0,72.10187,,12,0,9,6,2,0,,1866,2761,0,9443,162
540.3427,,22,21,12,33,29,30,32,26,20,17,22,22,15,17,20,6,137,2900,174,False,2,61,0,71.32408,,15,0,12,6,2,0,,1917,2901,0,10120,247
570.3582,,22,21,13,33,30,30,33,26,20,18,21,22,14,17,19,6,142,2935,177,False,3,63,0,71.15989,,19,0,13,6,2,0,,1917,2971,0,10978,329
600.3583,,22,21,13,33,29,29,33,26,20,18,21,22,15,18,19,6,148,3047,184,False,3,69,0,71.71104,,20,0,13,7,2,0,,2040,3021,0,11446,330
