ID,Time,Air,Tricks,Speed,Points
Ramp0,49.4396476745605,70,0,75,30
Ramp0,129.019653320313,117,0,47,20
Ramp0,131.839645385742,59,0,60,30
Ramp0,205.679641723633,132,0,65,30
Ramp0,214.519638061523,67,0,71,30
Ramp0,427.959625244141,70,0,73,30
Ramp0,453.899627685547,62,0,68,20
Ramp0,477.1396484375,77,0,84,30
Ramp0,588.859619140625,70,0,74,30
Ramp1,181.179641723633,155,0,57,40
Ramp1,209.399642944336,105,0,60,40
Ramp1,218.599639892578,109,1,65,50
Ramp1,240.479644775391,143,0,61,40
Ramp1,285.799652099609,143,0,68,0
Ramp1,293.879638671875,118,0,51,0
Ramp1,394.399627685547,67,0,116,0
Ramp1,398.679626464844,194,0,160,20
Ramp1,412.439636230469,133,0,69,40
Ramp1,448.1396484375,135,0,70,40
Ramp1,469.219635009766,140,0,85,40
Ramp1,496.039642333984,128,0,69,40
Ramp1,529.799621582031,160,0,37,40
Ramp1,550.979614257813,118,0,56,40
Ramp2,86.1996459960938,207,0,42,20
Ramp2,91.7996444702148,140,0,105,0
Ramp2,106.499649047852,276,0,34,10
Ramp2,121.099647521973,465,0,62,70
Ramp2,163.059646606445,265,1,21,40
Ramp2,274.999633789063,228,3,25,76
Ramp2,322.179626464844,257,0,7,0
Ramp2,422.6396484375,368,0,73,30
Ramp2,440.159637451172,0,0,64,0
Ramp2,545.579650878906,285,4,34,32
Ramp2,564.959655761719,264,5,55,50
Ramp2,569.179626464844,190,0,21,10
Ramp2,593.839660644531,217,0,30,30
Speed0,26.2796478271484,0,0,66,20
Speed0,27.9996490478516,0,0,83,20
Speed0,29.9196491241455,0,0,81,20
Speed0,31.5396480560303,0,0,88,20
Speed0,35.6796493530273,0,0,69,20
Speed0,39.1196479797363,0,0,89,0
Speed0,88.4996490478516,0,0,74,20
Speed0,143.239639282227,0,0,85,20
Speed0,152.559646606445,0,0,87,20
Speed0,171.839645385742,0,0,88,20
Speed0,263.699645996094,66,0,140,20
Speed0,277.419647216797,0,0,73,20
Speed0,327.1396484375,0,0,73,20
Speed0,328.979644775391,0,0,91,0
Speed0,329.559631347656,0,0,94,0
Speed0,329.979644775391,0,0,95,20
Speed0,404.299652099609,0,0,88,20
Speed0,442.779632568359,0,0,84,20
Speed0,465.61962890625,0,0,86,20
Speed0,474.659637451172,0,0,88,20
Speed0,501.459625244141,0,0,81,0
Speed0,501.679626464844,0,0,91,0
Speed0,522.879638671875,0,0,90,20
Speed0,558.799621582031,0,0,86,20
Speed0,598.599609375,0,0,85,20
Speed1,183.6396484375,63,0,144,0
Speed1,193.739639282227,70,0,160,15
Speed2,71.7796478271484,61,0,126,20
Spike0,45.6596488952637,57,0,84,30
Spike0,76.0796508789063,40,0,87,0
Spike0,109.779647827148,57,0,62,30
Spike0,280.099639892578,56,0,88,15
Spike0,473.579650878906,48,0,80,15
Spike0,520.579650878906,61,0,82,15
Spike0,552.459655761719,64,0,57,15
Spike1,97.9996490478516,53,0,50,45
Spike1,140.479644775391,57,0,73,45
Spike1,148.599639892578,63,0,83,15
Spike1,154.779647827148,63,0,91,80
Spike1,174.679641723633,63,0,87,15
Spike1,226.259643554688,51,0,65,15
Spike1,231.599639892578,51,0,79,30
Spike1,234.859649658203,59,0,81,15
Spike1,245.179641723633,61,0,78,15
Spike1,288.999633789063,41,0,76,15
Spike1,332.799652099609,66,0,110,15
Spike1,460.679626464844,57,0,68,15
Spike1,483.219635009766,77,0,73,30
Spike1,512.559631347656,57,0,81,30
Spike1,518.859619140625,65,0,83,45
Spike2,316.979644775391,59,0,77,45
Spike2,435.079650878906,45,0,65,30
Spike2,489.859649658203,33,0,74,45
Spike2,499.379638671875,77,0,67,45
Spike2,537.719665527344,59,0,81,60
Wall0,33.199649810791,2,0,79,0
Wall0,58.4196472167969,2,0,48,0
Wall0,267.939636230469,0,0,86,25
Wall0,385.579650878906,2,0,76,25
Wall0,455.919647216797,0,0,54,0
Wall1,74.2396469116211,2,0,89,0
Wall1,384.11962890625,1,0,77,0
Wall1,450.759643554688,55,0,66,0
Wall1,475.219635009766,9,0,94,50
Wall1,488.099639892578,2,0,81,50
Wall1,506.939636230469,7,0,83,50
Wall2,67.8396453857422,152,0,46,75
Wall2,79.0596466064453,75,0,73,75
Wall2,96.519645690918,61,0,60,75
Wall2,133.739639282227,79,0,13,0
Wall2,198.159637451172,143,0,27,0
Wall2,379.299652099609,185,0,34,105
