ID,Time,Air,Tricks,Speed,Points
Ramp0,25.9702472686768,84,1,44,42
Ramp0,35.2902488708496,88,0,36,30
Ramp0,43.870246887207,51,0,52,30
Ramp0,50.6902465820313,184,0,60,30
Ramp0,91.370246887207,108,0,24,0
Ramp0,130.470245361328,66,0,73,30
Ramp0,258.210235595703,63,0,67,0
Ramp0,333.970245361328,71,1,72,42
Ramp0,367.410247802734,218,1,4,45
Ramp0,429.450225830078,172,0,47,40
Ramp1,127.310249328613,108,1,61,52
Ramp1,140.350250244141,189,0,57,20
Ramp1,175.390243530273,124,0,66,0
Ramp1,198.630249023438,79,0,89,0
Ramp1,254.730239868164,171,1,62,12
Ramp1,525.890258789063,128,0,65,40
Ramp1,541.450256347656,95,0,40,40
Ramp2,85.1502456665039,128,0,6,0
Ramp2,101.410247802734,0,0,53,0
Ramp2,462.970245361328,11,0,20,0
Speed0,45.0302467346191,0,0,73,20
Speed0,53.1302490234375,0,0,82,20
Speed0,311.210235595703,69,0,69,0
Speed0,419.870239257813,75,1,67,6
Speed0,460.050231933594,18,0,55,0
Speed0,494.070251464844,0,0,89,0
Speed1,71.0102462768555,49,0,138,20
Speed1,109.230247497559,56,0,146,20
Speed1,261.850250244141,53,0,120,0
Speed1,454.050231933594,28,0,92,20
Speed1,520.230224609375,359,1,131,80
Speed2,96.9902496337891,146,0,10,50
Speed2,145.530242919922,58,0,148,40
Speed2,196.350250244141,65,0,148,40
Speed2,238.350250244141,63,0,154,70
Speed2,358.890228271484,234,1,85,86
Spike0,40.430248260498,49,0,54,15
Spike0,111.350242614746,66,0,94,15
Spike0,133.090240478516,106,0,61,60
Spike0,309.110229492188,22,0,80,0
Spike1,61.1902465820313,60,0,80,15
Spike1,190.850250244141,289,0,44,30
Spike1,243.730239868164,232,0,40,15
Spike1,281.430236816406,53,0,81,15
Spike1,423.250244140625,145,0,28,45
Spike1,489.070251464844,52,0,81,30
Spike1,535.290222167969,133,0,2,45
Spike1,591.850219726563,50,0,84,30
Spike1,594.610229492188,8,0,82,0
Spike1,598.190246582031,114,0,61,130
Spike2,64.7702484130859,46,0,82,30
Spike2,491.610229492188,64,0,81,45
Wall0,27.9902477264404,1,0,51,25
Wall0,181.810241699219,1,0,80,25
Wall0,247.470245361328,0,0,63,0
Wall0,287.690246582031,0,0,80,25
Wall0,401.51025390625,18,0,44,0
Wall0,430.750244140625,0,0,63,25
Wall1,58.430248260498,16,0,83,50
Wall1,68.370246887207,94,0,80,0
Wall1,118.67024230957,66,0,82,0
Wall1,205.230239868164,3,0,76,50
Wall1,238.710250854492,3,0,129,50
Wall1,283.050231933594,0,0,74,0
Wall1,362.570251464844,3,0,76,50
Wall1,417.930236816406,3,0,81,50
Wall1,595.690246582031,11,0,80,0
Wall2,123.350242614746,88,0,54,75
Wall2,149.610244750977,114,0,75,75
Wall2,233.250244140625,105,1,74,87
Wall2,433.930236816406,113,0,55,15
Wall2,456.330230712891,107,0,114,0
Wall2,467.290252685547,39,0,40,75
Wall2,559.370239257813,66,0,75,75
