Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00322,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,79,4,True,0,5,0,46.20329,,2,0,0,2,0,0,,0,0,0,355,9
60.01914,,27,35,20,25,23,24,20,25,21,19,20,25,15,7,26,13,10,289,19,False,0,10,0,56.33635,,2,0,0,2,0,0,,72,101,0,908,14
90.0194,,21,35,13,16,21,24,17,26,20,19,16,30,23,7,40,14,16,378,23,False,0,14,0,55.78935,,4,0,0,4,0,0,,100,171,0,1671,25
120.0359,,21,34,13,20,22,22,19,30,21,25,15,26,22,5,40,10,22,463,29,False,0,19,0,58.98634,,4,0,0,4,0,0,,153,331,0,2209,30
150.0516,,22,34,17,17,21,20,18,29,21,28,14,21,22,4,37,19,30,815,51,False,0,24,0,61.85913,,5,0,0,5,0,0,,196,421,0,2991,65
180.0847,,23,34,17,17,21,20,17,29,21,28,14,21,22,4,37,19,31,835,52,False,1,25,0,60.81823,,5,0,0,5,0,0,,200,421,0,3234,65
210.1017,,22,32,18,16,21,18,17,31,23,27,21,21,20,9,30,18,39,1010,62,False,1,28,0,62.77132,,5,0,0,5,0,0,,283,581,0,3800,68
240.1345,,22,32,18,15,22,18,18,32,22,27,22,19,20,9,28,20,45,1232,72,False,2,30,0,64.00107,,6,0,0,6,0,0,,356,671,0,4200,73
270.1511,,23,33,19,15,22,18,18,32,22,25,22,19,19,10,26,20,49,1244,72,False,3,33,0,63.54256,,7,0,0,7,0,0,,395,741,0,4805,75
300.1674,,23,33,19,15,22,17,19,32,23,25,23,19,19,11,25,20,54,1319,76,False,4,40,0,64.37209,,7,0,0,7,0,0,,438,831,0,5265,78
330.1839,,19,20,19,15,35,49,19,32,19,15,23,19,13,2,25,20,57,1403,78,False,5,48,0,64.20108,,11,0,0,10,0,0,,449,881,0,5996,136
360.2006,,19,21,19,14,36,48,19,36,18,15,23,18,13,2,25,18,62,1531,86,False,6,49,1,64.09966,,13,0,0,11,0,0,,454,1021,0,6485,240
390.2165,,20,23,20,14,36,47,19,36,18,15,23,18,12,1,24,18,67,1656,94,False,7,53,1,61.99246,,15,0,0,11,0,0,,455,1021,0,7259,321
420.2334,,17,17,20,14,41,55,19,36,16,11,23,18,12,3,24,18,70,1712,96,False,8,55,1,62.53668,,16,0,0,11,0,0,,463,1021,0,7487,348
450.2674,,17,18,19,14,40,54,19,35,16,11,25,17,12,3,23,20,80,1852,106,False,9,58,1,62.45566,,16,0,0,11,0,0,,466,1021,0,8029,350
480.283,,18,19,19,15,39,52,20,33,16,11,24,17,13,4,23,21,85,1981,113,False,10,61,2,62.24681,,17,0,0,11,0,0,,504,1091,0,8964,430
510.3166,,18,20,19,13,36,49,20,30,19,12,25,26,13,5,22,17,89,2071,119,False,11,63,2,62.49073,,17,0,0,11,0,0,,547,1141,0,9226,447
540.3322,,18,20,20,13,36,49,23,30,19,12,24,26,12,5,19,17,97,2306,139,False,11,64,2,63.53463,,18,0,0,11,0,0,,576,1311,0,10262,535
570.3657,,19,20,21,13,36,49,22,29,19,12,24,26,12,5,19,18,99,2381,142,False,13,64,2,63.42085,,18,0,0,11,0,0,,579,1311,0,10516,536
600.366,,18,20,20,13,36,49,22,29,20,12,26,26,12,5,18,18,108,2586,153,False,14,68,2,63.99087,,18,0,0,11,0,0,,621,1361,0,11020,539
