ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,314,13,27,142.66667175293,0.777777791023254,56.8888893127441,34.8888893127441,18.8875751495361,0.954229652881622,20.9912796020508,5.50765514373779
Ramp1,316,13,18,145.800003051758,0.699999988079071,58.1999969482422,31.5999984741211,5.91098976135254,0.947273075580597,3.3657534122467,3.89584183692932
Ramp2,87,7,21,117,0.16666667163372,43.8333320617676,14.4999990463257,18.8131446838379,0.77104789018631,1.39930403232574,13.7869491577148
Speed0,140,11,21,0,0,83.8888854980469,15.5555553436279,0,0,2.90699005126953,2.27056384086609
Speed1,287,8,23,142.600006103516,0.600000023841858,142.600006103516,57.4000015258789,166.204010009766,1.20000004768372,2.45231676101685,84.8165893554688
Speed2,125,3,23,68,0,152.5,62.5,8,0,0.5,22.5
Spike0,60,9,17,65,0,67,15,2.39909887313843,0,2.30027985572815,1.54003524780273
Spike1,110,8,17,88.1999969482422,0,88.5999984741211,22,14.0764198303223,0,34.2391357421875,6.88811683654785
Spike2,255,9,29,52.4000015258789,0,76.4000015258789,51,15.4992141723633,0,2.26795244216919,19.6327838897705
Wall0,140,8,33,7.5,0,63.1666679382324,23.3333339691162,4.35334587097168,0,4.2960205078125,1.9720264673233
Wall1,395,18,41,61.0714263916016,0.0714285746216774,69.3571472167969,28.2142848968506,56.3901557922363,0.257539361715317,8.07820701599121,8.19350910186768
Wall2,225,10,24,58,0,66.5999984741211,45,4.08859777450562,0,4.5694899559021,22.7025375366211
