Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.01878,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,1,30,3,True,0,1,0,45.53962,,0,0,0,0,0,0,,0,0,334,161,0
60.05153,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,5,140,10,True,0,4,0,44.50849,,1,0,0,0,0,0,,0,0,334,573,85
90.06742,,26,29,25,25,24,22,25,25,26,28,25,25,10,6,13,13,10,270,20,False,0,6,0,45.9755,,1,0,0,0,0,0,,75,101,334,1055,175
120.0836,,24,27,22,23,21,19,21,23,23,25,22,23,17,15,20,17,18,515,32,False,0,9,0,51.603,,1,0,0,0,0,0,,150,171,334,1634,180
150.0837,,13,9,22,17,53,72,21,17,17,8,22,43,3,-3,20,9,22,642,36,False,1,13,0,53.28382,,5,0,5,2,0,0,,150,341,334,2238,198
180.0995,,11,7,22,17,46,59,21,17,16,8,22,43,13,12,20,9,26,722,39,False,2,16,0,56.41727,,5,0,7,2,2,0,,181,391,334,2590,217
210.132,,12,8,22,17,44,56,21,17,17,8,22,43,14,14,20,9,30,797,43,False,3,18,0,57.54161,,5,0,8,2,3,0,,195,511,334,2849,217
240.1489,,12,9,22,16,39,50,21,16,18,9,22,39,17,17,20,16,36,920,48,False,3,20,0,57.43216,,7,0,10,2,3,0,,270,611,334,3422,290
270.1644,,13,10,22,16,36,46,21,16,18,10,22,38,19,19,22,16,42,1050,54,False,4,22,0,55.52522,,7,0,11,2,4,0,,315,711,334,3691,290
300.1645,,13,11,19,16,35,46,19,16,20,10,30,38,18,19,18,16,46,1130,59,False,5,25,0,56.60006,,7,0,13,2,6,0,,315,711,334,3984,292
330.1797,,14,12,21,15,33,46,18,15,21,12,29,37,17,16,18,19,53,1375,68,False,5,26,0,57.9194,,7,0,16,2,9,0,,386,811,334,4444,302
360.1958,,15,13,16,19,31,47,14,14,22,12,33,35,17,14,22,18,63,1755,95,False,5,30,0,57.62135,,7,0,19,2,12,0,,386,811,334,5058,311
390.1962,,16,14,14,21,33,46,23,14,21,12,29,34,16,14,19,17,69,1820,99,False,6,33,0,56.99007,,7,0,20,2,13,0,,386,881,334,5494,312
420.2283,,16,14,14,21,31,43,23,14,23,13,31,35,17,16,18,17,81,1975,108,False,6,38,0,57.17896,,7,0,21,2,13,0,,464,1082,334,5983,323
450.2451,,13,11,14,21,26,31,23,14,18,8,31,35,29,36,18,17,85,2025,110,False,7,43,0,57.40982,,10,0,22,2,14,0,,524,1291,334,6598,381
480.2776,,15,11,20,21,25,31,21,14,18,8,29,35,28,37,16,17,91,2194,123,False,7,45,0,57.53471,,14,0,23,2,15,0,,531,1341,334,7341,418
510.2933,,15,11,20,23,24,29,21,13,18,8,28,34,29,37,18,16,100,2394,133,False,8,47,0,58.08417,,16,0,23,2,15,0,,573,1454,334,7787,443
540.3101,,16,11,20,23,24,30,21,13,19,10,28,33,27,35,18,17,106,2511,140,False,9,53,0,58.40769,,17,0,23,3,15,0,,637,1541,334,8346,445
570.3419,,16,11,18,25,24,31,19,12,18,10,25,33,28,34,24,16,114,2726,149,False,10,59,0,59.04867,,17,0,29,3,21,0,,683,1741,334,8909,446
600.3423,,16,12,18,25,24,32,19,12,18,10,25,33,27,33,24,16,118,2826,153,False,11,61,0,59.16659,,17,0,29,3,21,0,,701,1741,334,9343,495
