ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,310,15,16,61.9285697937012,0.0714285746216774,59.5,22.1428565979004,4.60555648803711,0.922163426876068,4.24073648452759,3.56363248825073
Ramp1,100,4,20,181.66667175293,1,54.6666679382324,33.3333320617676,43.0161476135254,0.816496610641479,18.0246734619141,5.37483882904053
Ramp2,60,4,18,113.5,1,33,30,65.5,1,31,30
Speed0,350,23,24,3.84210467338562,0.0526315793395042,81.7894744873047,18.4210529327393,1.52791094779968,0.944183588027954,4.16683149337769,1.09332716464996
Speed1,110,10,27,118,0.16666667163372,98,18.3333339691162,23.0545635223389,0.372677981853485,9.01699924468994,3.72678017616272
Speed2,290,8,32,193.714279174805,1.28571426868439,130.571426391602,41.4285736083984,51.4610824584961,1.23210453987122,5.94669342041016,2.0085780620575
Spike0,400,15,19,58.0000038146973,0.25,83.25,33.3333320617676,8.96429347991943,0.921712934970856,12.0714807510376,8.41112518310547
Spike1,55,3,19,57,0.5,78,27.5,8,0.5,5,12.5
Spike2,155,5,24,60.2000007629395,0.600000023841858,83.4000015258789,31,4.84193086624146,0.796151280403137,6.91568183898926,14.8856754302979
Wall0,415,21,39,16.1000003814697,0,79.2000045776367,20.7500019073486,12.7162389755249,0,2.63917684555054,4.67573022842407
Wall1,180,10,31,15.4285707473755,0,70.4285736083984,25.7142848968506,5.89252805709839,0,8.91664791107178,10.8805093765259
Wall2,350,8,25,77.375,0,62.3750038146973,43.75,8.41915512084961,0,2.62589144706726,16.8182830810547
