ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,130,6,19,88.5999984741211,0.400000005960464,46.7999992370605,26,16.4202404022217,0.754174590110779,6.71650648117065,13.0637922286987
Ramp1,354,11,25,103.300003051758,0.200000002980232,52.5000038146973,35.3999977111816,10.0582628250122,0.893345892429352,3.63762903213501,3.73193621635437
Ramp2,548,15,31,195.833312988281,1.66666662693024,38,45.6666641235352,6.95891427993774,1.06463062763214,2.84508919715881,2.4204843044281
Speed0,140,10,31,6.11111116409302,0,70,15.5555553436279,2.76867604255676,0,5.89014911651611,2.17508840560913
Speed1,144,4,30,276.75,1.75,116,36,37.422119140625,1.52703773975372,18.9500980377197,10.3588075637817
Speed2,40,2,17,46,0,127,40,0,0,0,0
Spike0,95,7,21,80.1999969482422,0,63.5999984741211,19,13.8674011230469,0,11.7516508102417,3.30578327178955
Spike1,0,3,13,163,0,44,0,0,0,0,0
Spike2,90,7,20,45.3333320617676,0,72.3333358764648,30,5.69112396240234,0,8.74007225036621,10.8397417068481
Wall0,325,15,28,1.71428573131561,0,73.6428451538086,23.2142868041992,1.06158947944641,0,2.75987458229065,1.33582198619843
Wall1,420,11,29,10,0,67.2727279663086,38.1818199157715,4.1075439453125,0,3.66752076148987,4.91976928710938
Wall2,415,11,30,95,0,65.3333358764648,69.1666641235352,4.02071666717529,0,6.92400503158569,31.0057888031006
