Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.01903,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,1,40,1,True,0,3,0,49.89581,,0,0,2,0,2,0,,25,51,0,257,0
60.05225,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,5,125,8,True,0,5,0,52.64267,,0,0,3,0,3,0,,25,101,0,620,1
90.06765,,28,34,25,25,23,21,25,25,23,21,25,25,11,9,13,13,8,245,14,False,0,11,0,50.26851,,2,0,5,1,5,0,,26,151,0,1081,6
120.0836,,30,39,25,25,22,20,25,24,23,20,25,25,11,8,13,13,13,357,22,False,0,16,0,53.55774,,3,0,5,2,5,0,,26,221,0,1861,32
150.1166,,23,39,12,25,25,20,30,24,17,20,12,25,21,8,33,13,15,423,25,False,0,20,0,56.05455,,3,0,9,2,6,0,,38,221,0,2481,40
180.1326,,16,13,15,25,49,71,27,28,12,6,17,19,9,-4,28,13,25,776,41,False,0,23,0,58.23956,,7,0,10,6,7,0,,84,361,0,3075,43
210.1329,,16,15,15,24,48,69,26,27,12,6,17,18,10,-4,28,16,28,931,49,False,0,28,0,57.57516,,7,0,13,6,10,0,,84,361,0,3616,45
240.1482,,16,14,15,25,46,67,26,23,15,9,17,26,9,-4,28,12,33,1127,59,False,0,34,0,57.37911,,10,0,15,9,12,0,,85,361,0,4257,47
270.1644,,16,14,15,25,46,66,27,23,15,9,17,26,9,-3,28,12,35,1188,61,False,1,36,0,59.09831,,12,0,15,9,12,0,,165,431,0,4623,51
300.1972,,17,14,16,25,46,66,28,22,15,9,18,25,8,-3,24,14,40,1402,71,False,1,38,0,60.13787,,14,0,16,11,13,0,,166,431,0,5181,53
330.214,,18,14,17,27,45,66,28,21,15,9,18,25,8,-3,23,13,46,1651,85,False,2,41,0,59.25019,,16,0,18,13,15,0,,166,431,0,5802,85
360.246,,19,15,18,26,42,60,27,23,17,12,18,25,9,-2,22,12,50,1761,92,False,2,43,0,60.12721,,16,0,20,13,17,0,,190,481,0,6325,87
390.2621,,19,17,19,25,40,57,28,22,17,13,18,23,10,-1,21,16,57,2041,108,False,2,44,0,59.64687,,16,0,21,13,18,0,,212,531,0,6964,103
420.2784,,20,18,20,25,38,54,28,21,17,14,18,22,11,0,21,17,62,2246,119,False,2,45,0,61.25188,,18,0,22,13,18,0,,237,651,0,7749,153
450.3116,,20,17,21,25,37,53,27,21,18,15,18,22,11,1,20,18,67,2386,127,False,2,47,0,60.58355,,18,0,23,13,19,0,,237,651,0,8185,159
480.3276,,20,17,21,25,37,53,27,21,18,15,18,22,11,1,20,18,69,2485,130,False,3,51,0,60.68232,,20,0,23,15,19,0,,244,651,0,8871,160
510.3429,,20,17,21,24,38,53,27,25,17,15,18,21,11,1,20,17,74,2565,134,False,3,55,0,60.55583,,23,0,23,15,19,0,,248,831,0,9675,206
540.3757,,21,19,21,24,37,52,27,25,17,15,18,20,11,0,20,17,77,2670,139,False,4,57,0,60.83381,,23,0,23,15,19,0,,255,831,0,9937,207
570.392,,21,20,21,23,38,52,26,28,17,14,18,19,10,0,21,16,89,2920,149,False,4,60,0,63.08324,,28,0,24,20,20,0,,255,1131,0,10990,218
600.4251,,21,20,21,23,37,52,26,27,17,14,18,20,11,0,21,16,93,3029,154,False,5,68,0,63.52948,,30,0,25,22,21,0,,307,1181,0,11657,228
