ID,Time,Air,Tricks,Speed,Points
Ramp0,60.4040260314941,166,2,20,42
Ramp0,66.7040252685547,74,1,30,40
Ramp0,95.244026184082,67,1,61,40
Ramp0,104.464019775391,73,0,77,30
Ramp0,117.344024658203,62,0,52,20
Ramp0,155.484024047852,68,1,73,40
Ramp0,190.764022827148,60,0,62,0
Ramp0,201.164016723633,64,1,67,10
Ramp0,253.524017333984,72,1,75,40
Ramp0,458.004028320313,60,0,62,30
Ramp0,583.984008789063,240,3,37,48
Ramp0,591.664001464844,51,0,52,0
Ramp0,596.804016113281,68,0,71,30
Ramp1,146.704025268555,81,1,41,10
Ramp1,210.484024047852,179,2,21,18
Ramp1,373.764007568359,226,2,24,32
Ramp1,452.504028320313,243,0,2,30
Ramp2,140.404022216797,163,3,33,76
Ramp2,159.844024658203,176,1,13,0
Ramp2,162.044021606445,60,1,35,10
Ramp2,231.764022827148,42,0,23,0
Ramp2,290.484008789063,203,4,41,78
Ramp2,326.784027099609,177,1,32,24
Ramp2,361.444030761719,99,0,3,0
Ramp2,434.404022216797,210,3,47,66
Ramp2,462.264007568359,185,1,34,0
Ramp2,495.864013671875,213,4,45,64
Ramp2,518.164001464844,262,1,11,10
Speed0,30.7440242767334,0,0,38,0
Speed0,87.8240203857422,0,0,61,20
Speed0,99.3440246582031,0,0,62,0
Speed0,106.804023742676,0,0,85,20
Speed0,308.144012451172,0,0,65,20
Speed0,400.264007568359,0,0,80,20
Speed0,533.14404296875,0,0,84,20
Speed1,226.144027709961,285,4,107,38
Speed1,267.584014892578,491,3,71,42
Speed1,295.744018554688,49,0,60,20
Speed1,317.804016113281,187,0,10,20
Speed1,526.283996582031,64,0,34,20
Speed1,549.023986816406,47,0,52,20
Speed2,129.584030151367,376,4,109,54
Speed2,175.364028930664,275,3,82,30
Speed2,572.444030761719,361,4,117,80
Spike0,72.4840240478516,24,0,41,30
Spike0,355.824005126953,44,0,76,15
Spike1,189.204025268555,18,0,66,30
Spike1,274.104034423828,49,0,65,15
Spike1,302.584014892578,34,0,65,30
Spike1,413.324005126953,41,0,65,30
Spike2,235.484024047852,43,1,24,40
Spike2,399.404022216797,54,0,81,30
Spike2,439.004028320313,110,0,38,45
Spike2,465.764007568359,27,0,40,0
Wall0,179.744018554688,0,0,57,0
Wall0,197.884017944336,56,1,69,12
Wall0,359.024017333984,2,0,75,25
Wall1,119.924026489258,74,1,49,4
Wall1,144.684020996094,34,0,53,50
Wall1,346.684020996094,46,0,81,0
Wall1,446.364013671875,67,0,66,0
Wall1,447.084014892578,0,0,71,0
Wall1,486.424011230469,13,0,73,0
Wall1,538.283996582031,226,0,108,0
Wall1,560.223999023438,43,0,44,50
Wall1,578.223999023438,54,0,124,0
Wall1,588.164001464844,39,0,48,0
Wall2,111.604026794434,66,1,72,85
Wall2,351.544006347656,67,1,56,87
Wall2,488.184020996094,56,0,54,50
