Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.01994,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,1,30,2,True,0,3,0,46.55976,,0,0,0,0,0,0,,0,0,0,255,0
60.03595,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,5,125,7,True,0,7,0,40.28211,,0,0,0,0,0,0,,0,0,0,547,0
90.069,,19,13,25,25,19,13,25,25,19,13,25,25,30,48,13,13,9,225,12,False,0,10,0,40.14228,,0,0,0,0,0,0,,20,51,0,766,0
120.0854,,21,17,25,25,18,12,25,25,22,20,25,25,25,38,13,13,15,325,20,False,1,12,0,41.91931,,0,0,0,0,0,0,,23,51,0,1188,1
150.0855,,20,16,25,22,18,14,25,21,22,20,25,24,26,36,13,18,22,535,32,False,1,15,0,48.05439,,0,0,0,0,0,0,,34,97,0,1702,2
180.101,,16,19,11,19,17,15,11,29,16,19,11,20,37,33,52,18,28,743,42,False,1,21,0,56.50207,,3,0,0,1,0,0,,248,331,0,2425,13
210.1178,,16,21,10,17,19,15,18,27,17,19,10,24,34,32,47,18,33,955,55,False,1,28,0,58.32218,,4,0,0,2,0,0,,249,401,0,3296,18
240.1509,,16,22,9,19,18,15,18,24,20,19,13,30,31,29,46,13,42,1155,69,False,1,30,0,57.16,,6,0,0,2,0,0,,250,401,0,4128,115
270.1665,,19,22,17,19,22,18,23,26,21,19,17,29,24,27,30,12,52,1425,87,False,1,37,0,60.19101,,6,0,0,2,0,0,,408,716,0,4782,123
300.1827,,19,19,19,18,20,16,22,25,20,17,16,27,28,34,29,16,60,1600,97,False,1,44,0,61.52478,,8,0,0,2,0,0,,580,873,0,5724,149
330.2157,,19,20,18,17,20,15,21,25,20,17,18,28,27,34,28,15,64,1723,105,False,2,47,0,61.77993,,9,0,0,2,0,0,,598,981,0,6181,160
360.2318,,18,20,18,17,20,15,21,25,21,18,20,29,26,34,27,15,68,1833,112,False,3,53,0,63.01526,,9,0,0,2,0,0,,699,1051,0,6596,160
390.2647,,19,20,18,19,20,15,21,24,22,18,20,29,26,34,27,14,71,1908,117,False,4,56,0,63.46179,,9,0,0,2,0,0,,729,1051,0,6861,160
420.2652,,19,20,18,19,20,15,22,24,21,18,19,29,26,34,27,14,75,2008,122,False,5,59,0,62.83407,,9,0,0,2,0,0,,800,1121,0,7285,160
450.2805,,18,19,17,18,21,15,23,26,22,19,21,28,25,33,25,13,86,2203,134,False,5,67,0,62.31519,,9,0,0,2,0,0,,877,1331,0,8124,160
480.281,,19,20,19,18,19,13,22,27,21,17,21,28,27,37,24,13,94,2388,149,False,5,70,0,62.68176,,11,0,0,2,0,0,,945,1421,0,8839,194
510.2973,,19,20,17,20,19,13,21,26,21,17,19,27,28,37,29,13,99,2593,160,False,5,75,0,61.87198,,11,0,0,2,0,0,,945,1491,0,9468,197
540.3128,,19,19,17,20,19,13,21,26,21,18,19,29,27,36,29,12,103,2758,170,False,5,80,0,60.65282,,11,0,0,2,0,0,,948,1581,0,9845,197
570.3458,,19,19,18,21,19,14,21,25,21,17,20,29,26,36,27,11,111,2982,182,False,5,84,0,60.18568,,13,0,0,2,0,0,,983,1631,0,10435,205
600.3627,,19,19,18,21,20,14,22,25,22,18,20,29,26,35,27,11,118,3127,193,False,6,86,0,60.86511,,13,0,0,2,0,0,,1055,1751,0,10808,208
