ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,318,14,19,84.2727279663086,0.272727280855179,75.4545516967773,28.9090900421143,38.5279350280762,0.88474702835083,23.3320903778076,1.33198058605194
Ramp1,120,7,18,116.5,0,58.25,30,8.95509243011475,0,4.42876768112183,6.39657783508301
Ramp2,154,9,21,166.16667175293,0.333333343267441,40.6666679382324,25.6666660308838,50.2437171936035,0.74535596370697,1.59080815315247,8.45271682739258
Speed0,160,9,14,0,0,84.125,20,0,0,2.56714415550232,0
Speed1,172,8,22,87.25,0.125,120.375,21.5,12.0688056945801,0.852623105049133,5.70897912979126,1.66244268417358
Speed2,285,9,25,57.9999961853027,0,127.142852783203,40.7142868041992,4.26072311401367,0,15.3158264160156,8.59672451019287
Spike0,290,13,18,57.9230766296387,0,64.0769271850586,22.3076915740967,2.06545090675354,0,6.31813526153564,6.77661323547363
Spike1,120,8,20,62.6666679382324,0,64.8333358764648,20,5.83438301086426,0,3.12188720703125,2.99620580673218
Spike2,540,17,29,68.3571472167969,0.142857149243355,73.4285659790039,38.5714302062988,4.3919734954834,0.924338459968567,6.27069616317749,2.90655159950256
Wall0,125,9,47,24.875,0,54.125,15.625,18.5816135406494,0,7.91753339767456,6.45899391174316
Wall1,87,10,39,42.8333358764648,0.16666667163372,70.5,14.5,19.2692604064941,0.796396672725677,7.58117294311523,7.03319025039673
Wall2,350,7,23,76.4000015258789,0,64,70,1.98348474502563,0,21.0650424957275,10
