Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00301,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,45,3,True,0,2,0,51.58471,,0,0,0,0,0,0,,0,0,0,182,0
60.03609,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,10,210,11,True,0,7,0,54.57735,,0,0,0,0,0,0,,5,51,0,566,1
90.05251,,18,13,25,26,15,9,25,24,18,14,25,24,35,51,13,12,18,395,29,False,0,9,0,56.77784,,0,0,0,0,0,0,,62,151,0,1242,40
120.0683,,20,14,27,32,15,9,23,22,18,14,25,22,33,48,11,10,24,545,42,False,0,11,0,58.13877,,0,0,0,0,0,0,,62,151,0,1901,40
150.0687,,21,16,25,31,16,12,21,20,21,15,30,28,28,43,9,8,34,745,56,False,0,14,0,61.06216,,0,0,0,0,0,0,,131,251,0,2583,42
180.0846,,19,16,20,26,15,13,18,17,19,15,20,25,33,42,28,17,43,1135,77,False,0,18,0,64.22439,,0,0,0,0,0,0,,256,371,0,3201,48
210.0847,,20,16,20,27,15,13,18,16,19,15,20,27,32,42,28,16,49,1280,88,False,0,22,0,62.40207,,0,0,1,0,1,0,,256,371,0,3900,51
240.1011,,22,18,21,28,16,14,17,16,20,15,21,27,29,38,26,15,56,1400,98,False,0,24,0,62.33215,,0,0,2,0,1,0,,298,421,0,4604,78
270.1164,,22,19,21,28,16,15,17,16,21,16,24,27,28,36,25,15,61,1535,109,False,1,26,0,63.2138,,0,0,2,0,1,0,,320,421,0,4943,88
300.1494,,24,20,24,30,16,15,16,16,20,16,23,25,27,36,23,14,66,1685,123,False,1,28,0,63.64237,,0,0,2,0,1,0,,375,511,0,5654,89
330.1656,,21,17,23,29,16,14,18,16,19,13,22,28,30,42,22,14,74,1835,132,False,1,35,0,66.37841,,0,0,2,0,1,0,,630,739,0,6292,91
360.1662,,23,17,25,31,16,15,20,16,19,13,23,27,28,42,17,13,82,2070,151,False,1,37,0,66.0869,,0,0,2,0,1,0,,708,841,0,7047,101
390.1825,,23,17,26,30,16,14,21,15,19,13,24,25,28,41,16,16,90,2355,169,False,1,41,0,66.50778,,0,0,2,0,1,0,,803,961,0,7892,105
420.1983,,23,17,26,31,16,14,20,15,19,13,24,25,28,41,15,16,95,2440,176,False,2,44,0,66.58183,,0,0,2,0,1,0,,821,961,0,8403,106
450.1984,,22,15,27,31,15,12,20,15,18,11,24,25,32,47,15,16,101,2545,185,False,2,45,0,65.61332,,0,0,2,0,1,0,,821,961,0,9092,138
480.2145,,22,15,28,31,15,12,20,15,18,11,24,25,31,47,15,16,104,2645,194,False,3,45,0,65.27262,,0,0,2,0,1,0,,831,961,0,9629,139
510.23,,20,14,26,30,20,23,18,14,17,10,22,27,29,39,20,15,117,2810,203,False,3,51,0,65.67028,,0,0,2,0,1,0,,900,1101,0,10416,144
540.2634,,22,15,27,32,20,24,19,14,17,10,22,26,27,37,18,14,125,3020,215,False,3,52,0,64.28517,,0,0,2,0,1,0,,901,1101,0,11005,154
570.2966,,22,15,27,29,21,24,19,19,17,10,22,25,26,37,18,12,128,3155,223,False,4,57,0,62.77533,,0,0,2,0,1,0,,901,1191,0,11415,154
600.3297,,22,15,27,29,21,23,19,19,17,11,22,25,26,37,18,12,132,3220,227,False,5,59,0,63.27006,,0,0,2,0,1,0,,930,1241,0,11693,154
