ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,420,18,15,73.3529434204102,0,72.5294036865234,24.7058849334717,1.53232061862946,0,2.39407396316528,2.77027821540833
Ramp1,475,15,27,107.642852783203,0,60.2857208251953,33.9285697937012,2.77041101455688,0,3.95716285705566,2.96939921379089
Ramp2,375,17,29,193.933334350586,0.0666666701436043,36.5333404541016,25,9.09194374084473,0.924880504608154,7.21326637268066,2.92989754676819
Speed0,160,12,23,10.5,0,87.3333282470703,13.3333339691162,6.39738416671753,0,7.41751956939697,2.58257460594177
Speed1,80,6,19,45,0,103,13.3333330154419,3.88543939590454,0,30.9182167053223,6.49786281585693
Speed2,60,4,19,50.5,0,107.5,30,3.5,0,23.5,10
Spike0,105,10,11,48.1428604125977,0,62.7142868041992,15,4.33062219619751,0,7.02044343948364,2.46189260482788
Spike1,150,8,22,49.8333358764648,0,72.1666717529297,25,2.69939398765564,0,5.51446771621704,2.99195265769959
Spike2,260,11,26,65.7777786254883,0,68.4444427490234,28.8888893127441,38.2886695861816,0,14.5294828414917,1.75788545608521
Wall0,285,14,49,32.8571434020996,0,60.714282989502,20.3571434020996,9.63398361206055,0,6.49175310134888,1.87174046039581
Wall1,250,9,30,17.5,0,63.0000038146973,41.6666679382324,8.39567089080811,0,15.7562103271484,4.310387134552
Wall2,360,9,24,74.5,0.125,61.1250076293945,45,14.7533502578735,0.828480899333954,13.8555126190186,17.2684173583984
