Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00363,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,56,3,True,0,5,0,45.41817,,3,0,0,1,0,0,,0,0,0,477,12
60.01912,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,7,144,9,True,0,8,0,45.07513,,4,0,0,1,0,0,,7,51,39,774,14
90.05212,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,14,258,15,True,0,13,0,48.8855,,6,0,1,1,1,0,,53,251,98,1117,19
120.0689,,30,40,25,23,21,16,25,23,26,25,25,29,9,4,13,11,19,435,28,False,0,18,0,49.59518,,9,0,3,1,1,0,,63,251,98,1978,175
150.0842,,15,13,17,20,10,5,17,20,12,7,17,24,49,60,35,23,25,601,33,False,0,22,0,48.60395,,12,0,5,4,3,0,,82,251,98,2590,177
180.1173,,15,14,15,20,9,5,15,20,14,7,27,24,47,60,29,23,30,814,46,False,1,25,0,48.73717,,17,0,5,4,3,0,,82,251,98,3089,200
210.1338,,15,15,15,19,9,5,15,19,14,8,27,23,47,59,29,25,34,976,52,False,1,28,0,50.77454,,18,0,5,5,3,0,,98,251,98,3386,202
240.167,,15,14,14,18,13,11,18,18,14,7,27,26,43,54,27,24,40,1111,62,False,1,34,0,52.06134,,18,0,5,5,3,0,,208,371,98,3956,221
270.1823,,17,14,15,29,17,11,31,16,13,7,21,22,39,54,19,19,44,1404,76,False,1,36,0,52.44446,,27,0,11,9,3,0,,215,441,98,4908,310
300.1985,,18,14,20,28,16,11,27,16,13,7,21,22,39,54,18,20,50,1594,89,False,1,38,0,54.19595,,29,0,13,9,3,0,,331,632,98,5313,327
330.1989,,18,14,20,27,17,11,27,20,13,7,21,21,38,54,18,19,52,1642,92,False,2,40,0,54.72977,,30,0,15,9,4,0,,344,701,98,5830,457
360.2318,,18,14,21,27,17,11,27,20,13,7,21,21,38,53,18,19,56,1742,101,False,2,42,0,54.22276,,31,0,15,9,4,0,,346,751,98,6392,511
390.2472,,18,14,17,29,16,11,21,19,12,7,16,20,41,53,31,19,60,1951,107,False,2,46,0,53.73629,,39,0,20,10,4,0,,346,751,98,7103,539
420.2804,,18,14,17,28,15,11,21,19,12,7,16,20,41,54,31,19,64,1981,110,False,3,47,0,52.70404,,40,0,21,10,4,0,,346,751,98,7548,554
450.297,,18,14,17,28,16,11,21,20,12,7,16,20,41,54,31,18,66,2111,114,False,4,51,0,52.62673,,44,0,22,14,5,0,,346,841,98,8155,559
480.3299,,18,14,17,28,16,11,21,20,12,7,16,20,41,54,31,18,67,2169,115,False,4,52,0,53.93399,,50,0,22,14,5,0,,352,891,98,8686,598
510.3461,,18,14,17,29,16,11,21,22,12,7,18,18,40,54,30,17,72,2280,122,False,5,55,0,54.08852,,54,0,24,14,5,0,,426,1031,98,9345,629
540.3788,,18,14,17,29,16,11,21,22,12,7,18,18,40,54,30,17,74,2380,126,False,6,57,0,53.74261,,59,0,30,14,5,0,,428,1031,98,9901,674
570.4109,,18,14,17,29,16,11,21,22,12,7,18,18,40,54,30,17,77,2420,129,False,7,58,0,53.86161,,59,0,30,14,5,0,,459,1081,98,10261,675
600.4608,,18,14,17,31,16,11,21,21,12,7,18,18,40,54,30,16,82,2531,136,False,7,58,0,54.30976,,62,0,30,14,5,0,,461,1081,98,10610,680
