ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,164,7,7,141.25,2,61,41,4.05870771408081,0.782542288303375,4.9060378074646,5.70484590530396
Ramp1,312,10,23,206,2.42857146263123,39.1428565979004,44.5714302062988,9.70116138458252,1.17268252372742,2.14950251579285,8.20451354980469
Ramp2,158,10,26,213.199996948242,1.20000004768372,84,31.6000003814697,99.2724533081055,1.18041586875916,66.54833984375,9.59738922119141
Speed0,180,13,10,6.00000047683716,0,86.1818161010742,16.3636360168457,2.52846932411194,0,1.61360430717468,1.79204857349396
Speed1,95,5,18,57.6666679382324,0,149.33332824707,31.6666660308838,5.00555229187012,0,16.8044319152832,9.64653015136719
Speed2,167,9,25,214,0.25,104,41.75,24.2387733459473,0.698956727981567,8.64766502380371,2.85849761962891
Spike0,75,7,3,39,0,60.5,18.75,2.5976037979126,0,17.0954837799072,3.16082286834717
Spike1,105,9,22,53,0,71,105,0,0,0,0
Spike2,185,10,25,45.3333320617676,0,89.6666641235352,61.6666679382324,9.24962520599365,0,4.92160701751709,44.7834281921387
Wall0,125,7,78,123,0.75,89.75,31.25,21.4340877532959,0.853194057941437,17.6290798187256,4.6754322052002
Wall1,10,7,35,48.3333320617676,0.333333343267441,45.6666679382324,3.33333325386047,34.2790832519531,0.62360954284668,22.5917892456055,2.98142385482788
Wall2,360,9,22,81.3333282470703,0,65.3333358764648,60,8.07495307922363,0,5.12573146820068,13.5748844146729
