Time,Preferences:,Ramp,RampL0,RampL1,RampL2,Speed,SpeedL0,SpeedL1,SpeedL2,Spike,SpikeL0,SpikeL1,SpikeL2,Wall,WallL0,WallL1,WallL2,NumObjTouched,TotalPoints,Orbs,Intro,Deaths,Jumps,TimesReset,AvgSpeed,Tricks:,Flips,Spins,Turns,Perfect Flips,Perfect Turns,Perfect Spins,Frames:,framesAtMax,framesBoosting,framesDrifting,framesInAir,framesOnBack
30.00272,,25,33,33,33,25,33,33,33,25,33,33,33,25,33,33,33,2,79,4,True,0,1,0,50.58413,,2,0,0,2,0,0,,0,0,0,147,1
60.01958,,31,39,25,25,21,16,25,25,25,26,25,25,9,4,13,13,7,223,13,False,0,5,0,51.28944,,5,0,0,4,0,0,,7,51,0,918,118
90.03483,,22,22,25,18,43,54,25,33,18,14,25,24,3,-4,13,12,13,395,23,False,0,10,0,56.3647,,6,0,4,5,2,0,,130,241,0,1476,130
120.0679,,19,22,15,19,46,54,41,35,21,14,30,25,0,-3,1,8,21,628,35,False,0,14,0,57.77207,,7,0,8,6,5,0,,130,311,0,2135,134
150.0846,,18,22,15,15,44,54,41,28,21,14,30,26,2,-3,1,17,25,748,41,False,1,19,0,57.33948,,8,0,8,6,5,0,,151,381,0,2792,192
180.1177,,15,15,16,15,35,37,36,28,18,10,32,26,17,24,2,17,29,814,46,False,1,24,0,59.70724,,9,0,8,6,5,0,,217,501,0,3416,198
210.1339,,19,15,20,29,33,37,34,23,17,10,30,21,16,24,1,12,34,986,54,False,2,26,0,57.88155,,15,0,13,8,6,0,,217,571,0,4307,257
240.1494,,20,15,22,29,33,37,34,23,17,10,30,21,16,24,1,12,36,1046,59,False,2,26,0,57.48276,,15,0,13,8,6,0,,217,661,0,4545,267
270.1496,,21,16,23,28,32,33,35,25,17,10,27,21,17,26,1,12,42,1154,65,False,2,31,0,59.16571,,17,0,14,8,6,0,,377,801,0,5162,277
300.1658,,21,17,23,30,31,33,35,24,17,10,27,20,17,26,1,11,44,1275,71,False,2,33,0,56.85742,,21,0,16,9,6,0,,377,801,0,5977,335
330.1812,,21,17,24,30,31,33,34,24,17,10,27,20,16,26,1,11,46,1354,76,False,3,35,0,57.04177,,23,0,16,11,6,0,,389,801,0,6535,416
360.2143,,21,17,24,29,32,33,34,26,17,10,27,20,16,26,1,11,51,1519,85,False,4,38,0,57.52549,,23,0,18,11,7,0,,412,891,0,6942,446
390.2474,,22,17,24,31,31,32,33,25,17,10,27,19,16,26,2,10,56,1660,90,False,5,40,0,57.17033,,26,0,18,14,7,0,,427,1061,0,7301,447
420.2805,,22,17,24,31,31,32,33,25,17,10,27,19,16,26,2,10,56,1670,91,False,6,41,0,57.51728,,27,0,18,14,7,0,,428,1061,0,7879,497
450.3132,,22,18,24,31,30,30,33,24,17,11,27,21,17,27,2,9,61,1741,96,False,6,43,0,56.2501,,34,0,22,14,7,0,,453,1111,0,8673,628
480.3292,,21,16,23,33,33,38,33,24,17,9,29,21,15,23,1,9,70,1945,105,False,6,48,0,57.44931,,36,0,25,16,10,0,,522,1343,0,9510,633
510.3451,,23,19,22,33,35,41,32,25,17,10,28,20,12,17,4,9,78,2027,110,False,6,55,0,57.6504,,37,0,25,17,10,0,,634,1531,0,10293,653
540.3787,,23,19,24,30,34,40,31,23,17,10,27,21,12,16,4,12,82,2285,123,False,6,58,0,57.82682,,41,0,27,21,12,0,,635,1531,0,10800,655
570.3942,,24,20,24,31,33,40,31,23,17,10,27,20,12,16,4,12,86,2503,135,False,6,60,0,57.31411,,47,0,29,25,12,0,,635,1621,0,11561,669
600.3944,,24,21,24,30,33,40,31,22,18,11,27,22,11,14,4,12,91,2708,146,False,6,63,0,57.43869,,47,0,30,25,13,0,,697,1671,0,11825,683
