ID,Time,Air,Tricks,Speed,Points
Ramp0,29.5740032196045,68,1,57,42
Ramp0,42.2740020751953,200,3,46,56
Ramp0,85.3940048217773,160,2,73,34
Ramp0,90.6340026855469,137,2,68,32
Ramp1,155.593994140625,186,4,56,50
Ramp1,210.134002685547,359,5,5,40
Ramp1,221.194000244141,268,1,26,61
Ramp1,248.733993530273,166,3,65,56
Ramp1,252.414001464844,138,2,47,40
Ramp1,331.613983154297,139,1,40,40
Ramp1,586.713989257813,186,1,35,25
Ramp2,108.914001464844,206,3,42,66
Ramp2,121.954002380371,126,0,24,0
Ramp2,255.554000854492,0,0,74,0
Ramp2,484.694000244141,323,3,63,42
Ramp2,504.914001464844,411,0,217,50
Speed0,36.5140037536621,0,0,66,20
Speed0,69.234001159668,0,0,64,20
Speed0,75.2740020751953,0,0,68,20
Speed0,78.7539978027344,0,0,74,20
Speed0,80.5940017700195,0,0,87,20
Speed0,151.054000854492,0,0,87,20
Speed0,255.253997802734,0,0,81,0
Speed0,382.093994140625,66,0,166,0
Speed0,477.733978271484,0,0,78,20
Speed0,515.494018554688,0,0,89,20
Speed0,553.994018554688,0,0,88,20
Speed1,380.273986816406,47,0,134,0
Speed1,496.593994140625,62,0,141,75
Speed1,506.673980712891,64,0,173,20
Speed2,100.414001464844,278,1,15,52
Speed2,383.914001464844,22,0,136,20
Speed2,391.134002685547,302,0,172,55
Speed2,533.713989257813,254,0,93,40
Spike0,50.294002532959,41,0,50,15
Spike0,56.2740020751953,33,0,55,15
Spike0,66.4140014648438,39,0,47,30
Spike0,71.7539978027344,43,0,90,15
Spike1,129.014007568359,53,0,71,105
Spike2,522.573974609375,47,0,72,30
Spike2,555.794006347656,31,0,112,30
Spike2,594.193969726563,58,0,85,125
Wall0,76.7539978027344,1,0,83,25
Wall0,254.113998413086,1,0,66,25
Wall0,339.414001464844,335,2,90,50
Wall0,510.333984375,155,1,120,25
Wall1,125.134002685547,83,0,48,0
Wall1,131.294006347656,62,1,75,10
Wall1,488.233978271484,0,0,14,0
Wall2,119.153999328613,55,0,77,75
Wall2,149.393997192383,38,0,81,75
Wall2,167.733993530273,186,0,11,30
Wall2,272.433990478516,72,0,67,75
Wall2,413.914001464844,40,0,81,75
Wall2,520.35400390625,97,0,75,30
