ID,Points,numTotal,Preference,avgAir,avgTricks,avgSpeed,avgPoints,StdDevAir,StdDevTricks,StdDevSpeed,StdDevPoints
Ramp0,80,2,33,69,1,46,40,19,0,5,0
Ramp1,0,0,33,0,0,0,0,0,0,0,0
Ramp2,0,0,33,0,0,0,0,0,0,0,0
Speed0,0,0,33,0,0,0,0,0,0,0,0
Speed1,0,0,33,0,0,0,0,0,0,0,0
Speed2,0,0,33,0,0,0,0,0,0,0,0
Spike0,15,1,33,30,0,51,15,0,0,0,0
Spike1,0,0,33,0,0,0,0,0,0,0,0
Spike2,0,0,33,0,0,0,0,0,0,0,0
Wall0,50,2,33,0,0,55,25,0,0,1,0
Wall1,0,0,33,0,0,0,0,0,0,0,0
Wall2,0,0,33,0,0,0,0,0,0,0,0
